Row,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday
1515,3,11/6/2018,"6,330","4,291","3,556",735,False,False,False,False,True,False
1516,4,11/7/2018,"5,865","3,937","3,267",670,False,False,False,False,False,True
1517,5,11/8/2018,"5,692","3,938","3,298",640,False,False,False,True,False,False
1518,6,11/9/2018,"5,026","3,533","2,917",616,False,False,False,False,False,False
1519,7,11/10/2018,"3,506","2,428","2,018",410,False,True,False,False,False,False
1520,1,11/11/2018,"4,778","3,265","2,709",556,False,False,True,False,False,False
1521,2,11/12/2018,"6,684","4,592","3,795",797,True,False,False,False,False,False
1522,3,11/13/2018,"6,766","4,720","3,918",802,False,False,False,False,True,False
1523,4,11/14/2018,"6,916","4,674","3,872",802,False,False,False,False,False,True
1524,5,11/15/2018,"6,440","4,379","3,634",745,False,False,False,True,False,False
1525,6,11/16/2018,"5,066","3,497","2,863",634,False,False,False,False,False,False
1526,7,11/17/2018,"3,503","2,489","2,043",446,False,True,False,False,False,False
1527,1,11/18/2018,"4,855","3,321","2,691",630,False,False,True,False,False,False
1528,2,11/19/2018,"6,818","4,601","3,795",806,True,False,False,False,False,False
1529,3,11/20/2018,"6,239","4,424","3,640",784,False,False,False,False,True,False
1530,4,11/21/2018,"5,471","3,904","3,194",710,False,False,False,False,False,True
1531,5,11/22/2018,"4,453","3,186","2,592",594,False,False,False,True,False,False
1532,6,11/23/2018,"4,062","2,892","2,347",545,False,False,False,False,False,False
1533,7,11/24/2018,"3,485","2,445","1,987",458,False,True,False,False,False,False
1534,1,11/25/2018,"4,906","3,371","2,815",556,False,False,True,False,False,False
1535,2,11/26/2018,"7,099","4,871","4,012",859,True,False,False,False,False,False
1536,3,11/27/2018,"7,503","5,181","4,267",914,False,False,False,False,True,False
1537,4,11/28/2018,"7,554","5,227","4,330",897,False,False,False,False,False,True
1538,5,11/29/2018,"7,169","4,944","4,106",838,False,False,False,True,False,False
1539,6,11/30/2018,"5,608","3,895","3,211",684,False,False,False,False,False,False
1540,7,12/1/2018,"4,055","2,800","2,306",494,False,True,False,False,False,False
1541,1,12/2/2018,"5,611","3,906","3,259",647,False,False,True,False,False,False
1542,2,12/3/2018,"7,650","5,378","4,431",947,True,False,False,False,False,False
1543,3,12/4/2018,"7,372","5,225","4,328",897,False,False,False,False,True,False
1544,4,12/5/2018,"7,369","5,166","4,316",850,False,False,False,False,False,True
1545,5,12/6/2018,"7,250","5,093","4,213",880,False,False,False,True,False,False
1546,6,12/7/2018,"5,735","4,032","3,296",736,False,False,False,False,False,False
1547,7,12/8/2018,"4,614","3,240","2,699",541,False,True,False,False,False,False
1548,1,12/9/2018,"5,979","4,062","3,352",710,False,False,True,False,False,False
1549,2,12/10/2018,"7,840","5,421","4,465",956,True,False,False,False,False,False
1550,3,12/11/2018,"7,659","5,267","4,330",937,False,False,False,False,True,False
1551,4,12/12/2018,"7,319","4,983","4,010",973,False,False,False,False,False,True
1552,5,12/13/2018,"6,373","4,452","3,620",832,False,False,False,True,False,False
1553,6,12/14/2018,"4,897","3,404","2,776",628,False,False,False,False,False,False
1554,7,12/15/2018,"3,325","2,209","1,833",376,False,True,False,False,False,False
1555,1,12/16/2018,"3,874","2,671","2,206",465,False,False,True,False,False,False
1556,2,12/17/2018,"5,436","3,791","3,062",729,True,False,False,False,False,False
1557,3,12/18/2018,"5,174","3,562","2,945",617,False,False,False,False,True,False
1558,4,12/19/2018,"4,873","3,255","2,632",623,False,False,False,False,False,True
1559,5,12/20/2018,"3,913","2,716","2,164",552,False,False,False,True,False,False
1560,6,12/21/2018,"2,934","1,979","1,543",436,False,False,False,False,False,False
1561,7,12/22/2018,"1,523","1,074",846,228,False,True,False,False,False,False
1562,1,12/23/2018,"1,859","1,223",997,226,False,False,True,False,False,False
1563,2,12/24/2018,"1,835","1,310","1,019",291,True,False,False,False,False,False
1564,3,12/25/2018,"1,852","1,214",955,259,False,False,False,False,True,False
1565,4,12/26/2018,"2,357","1,594","1,243",351,False,False,False,False,False,True
1566,5,12/27/2018,"2,583","1,783","1,418",365,False,False,False,True,False,False
1567,6,12/28/2018,"2,477","1,613","1,279",334,False,False,False,False,False,False
1568,7,12/29/2018,"1,694","1,197",990,207,False,True,False,False,False,False
1569,1,12/30/2018,"1,985","1,340","1,097",243,False,False,True,False,False,False
1570,2,12/31/2018,"1,723","1,159",874,285,True,False,False,False,False,False
1571,3,1/1/2019,"1,715","1,168",891,277,False,False,False,False,True,False
1572,4,1/2/2019,"3,431","2,361","1,899",462,False,False,False,False,False,True
1573,5,1/3/2019,"4,118","2,793","2,259",534,False,False,False,True,False,False
1574,6,1/4/2019,"3,504","2,373","1,936",437,False,False,False,False,False,False
1575,7,1/5/2019,"2,308","1,609","1,348",261,False,True,False,False,False,False
1576,1,1/6/2019,"2,925","2,046","1,648",398,False,False,True,False,False,False
1577,2,1/7/2019,"4,587","3,100","2,550",550,True,False,False,False,False,False
1578,3,1/8/2019,"4,731","3,182","2,585",597,False,False,False,False,True,False
1579,4,1/9/2019,"4,831","3,245","2,660",585,False,False,False,False,False,True
1580,5,1/10/2019,"4,162","2,836","2,298",538,False,False,False,True,False,False
1581,6,1/11/2019,"3,726","2,476","1,999",477,False,False,False,False,False,False
1582,7,1/12/2019,"2,458","1,722","1,413",309,False,True,False,False,False,False
1583,1,1/13/2019,"3,266","2,264","1,878",386,False,False,True,False,False,False
1584,2,1/14/2019,"5,016","3,348","2,760",588,True,False,False,False,False,False
1585,3,1/15/2019,"4,732","3,320","2,738",582,False,False,False,False,True,False
1586,4,1/16/2019,"4,938","3,447","2,845",602,False,False,False,False,False,True
1587,5,1/17/2019,"5,033","3,516","2,967",549,False,False,False,True,False,False
1588,6,1/18/2019,"4,114","2,731","2,236",495,False,False,False,False,False,False
1589,7,1/19/2019,"2,780","1,929","1,599",330,False,True,False,False,False,False
1590,1,1/20/2019,"4,205","2,367","1,974",393,False,False,True,False,False,False
1591,2,1/21/2019,"4,983","3,391","2,783",608,True,False,False,False,False,False
1592,3,1/22/2019,"5,182","3,674","3,052",622,False,False,False,False,True,False
1593,4,1/23/2019,"5,316","3,856","3,199",657,False,False,False,False,False,True
1594,5,1/24/2019,"5,021","3,462","2,853",609,False,False,False,True,False,False
1595,6,1/25/2019,"4,230","2,882","2,382",500,False,False,False,False,False,False
1596,7,1/26/2019,"2,743","1,882","1,541",341,False,True,False,False,False,False
1597,1,1/27/2019,"3,890","2,622","2,232",390,False,False,True,False,False,False
1598,2,1/28/2019,"5,575","3,925","3,232",693,True,False,False,False,False,False
1599,3,1/29/2019,"5,732","3,866","3,260",606,False,False,False,False,True,False
1600,4,1/30/2019,"5,402","3,759","3,134",625,False,False,False,False,False,True
1601,5,1/31/2019,"5,069","3,597","2,984",613,False,False,False,True,False,False
1602,6,2/1/2019,"4,222","2,923","2,364",559,False,False,False,False,False,False
1603,7,2/2/2019,"2,864","1,902","1,596",306,False,True,False,False,False,False
1604,1,2/3/2019,"3,598","2,447","2,044",403,False,False,True,False,False,False
1605,2,2/4/2019,"5,366","3,767","3,146",621,True,False,False,False,False,False
1606,3,2/5/2019,"5,427","3,757","3,124",633,False,False,False,False,True,False
1607,4,2/6/2019,"5,667","3,759","3,130",629,False,False,False,False,False,True
1608,5,2/7/2019,"5,517","3,763","3,069",694,False,False,False,True,False,False
1609,6,2/8/2019,"4,420","2,943","2,429",514,False,False,False,False,False,False
1610,7,2/9/2019,"3,150","2,274","1,911",363,False,True,False,False,False,False
1611,1,2/10/2019,"4,264","2,962","2,470",492,False,False,True,False,False,False
1612,2,2/11/2019,"6,569","4,276","3,566",710,True,False,False,False,False,False
1613,3,2/12/2019,"6,145","4,092","3,391",701,False,False,False,False,True,False
1614,4,2/13/2019,"5,743","3,932","3,236",696,False,False,False,False,False,True
1615,5,2/14/2019,"5,512","3,762","3,075",687,False,False,False,True,False,False
1616,6,2/15/2019,"4,127","2,952","2,377",575,False,False,False,False,False,False
1617,7,2/16/2019,"3,309","2,195","1,809",386,False,True,False,False,False,False
1618,1,2/17/2019,"3,761","2,669","2,217",452,False,False,True,False,False,False
1619,2,2/18/2019,"5,592","3,912","3,226",686,True,False,False,False,False,False
1620,3,2/19/2019,"6,100","4,322","3,575",747,False,False,False,False,True,False
1621,4,2/20/2019,"6,208","4,265","3,543",722,False,False,False,False,False,True
1622,5,2/21/2019,"5,730","4,071","3,352",719,False,False,False,True,False,False
1623,6,2/22/2019,"4,372","3,073","2,508",565,False,False,False,False,False,False
1624,7,2/23/2019,"3,378","2,259","1,871",388,False,True,False,False,False,False
1625,1,2/24/2019,"4,367","3,012","2,524",488,False,False,True,False,False,False
1626,2,2/25/2019,"6,318","4,424","3,678",746,True,False,False,False,False,False
1627,3,2/26/2019,"6,431","4,304","3,530",774,False,False,False,False,True,False
1628,4,2/27/2019,"5,919","4,205","3,442",763,False,False,False,False,False,True
1629,5,2/28/2019,"5,668","3,966","3,266",700,False,False,False,True,False,False
1630,6,3/1/2019,"4,581","3,178","2,594",584,False,False,False,False,False,False
1631,7,3/2/2019,"3,383","2,263","1,878",385,False,True,False,False,False,False
1632,1,3/3/2019,"4,311","3,005","2,476",529,False,False,True,False,False,False
1633,2,3/4/2019,"6,357","4,214","3,443",771,True,False,False,False,False,False
1634,3,3/5/2019,"6,092","4,092","3,343",749,False,False,False,False,True,False
1635,4,3/6/2019,"5,772","4,070","3,340",730,False,False,False,False,False,True
1636,5,3/7/2019,"5,861","4,064","3,330",734,False,False,False,True,False,False
1637,6,3/8/2019,"4,600","3,147","2,590",557,False,False,False,False,False,False
1638,7,3/9/2019,"3,390","2,218","1,849",369,False,True,False,False,False,False
1639,1,3/10/2019,"4,099","2,898","2,397",501,False,False,True,False,False,False
1640,2,3/11/2019,"6,240","4,320","3,599",721,True,False,False,False,False,False
1641,3,3/12/2019,"5,871","4,127","3,375",752,False,False,False,False,True,False
1642,4,3/13/2019,"6,381","4,506","3,726",780,False,False,False,False,False,True
1643,5,3/14/2019,"5,853","4,043","3,328",715,False,False,False,True,False,False
1644,6,3/15/2019,"4,425","3,116","2,499",617,False,False,False,False,False,False
1645,7,3/16/2019,"2,961","2,099","1,685",414,False,True,False,False,False,False
1646,1,3/17/2019,"4,008","2,744","2,258",486,False,False,True,False,False,False
1647,2,3/18/2019,"5,830","4,040","3,319",721,True,False,False,False,False,False
1648,3,3/19/2019,"6,089","4,164","3,448",716,False,False,False,False,True,False
1649,4,3/20/2019,"5,800","3,946","3,192",754,False,False,False,False,False,True
1650,5,3/21/2019,"5,431","3,761","3,100",661,False,False,False,True,False,False
1651,6,3/22/2019,"4,560","3,071","2,543",528,False,False,False,False,False,False
1652,7,3/23/2019,"3,256","2,254","1,859",395,False,True,False,False,False,False
1653,1,3/24/2019,"4,156","2,858","2,386",472,False,False,True,False,False,False
1654,2,3/25/2019,"6,060","4,232","3,469",763,True,False,False,False,False,False
1655,3,3/26/2019,"6,191","4,344","3,578",766,False,False,False,False,True,False
1656,4,3/27/2019,"6,678","4,612","3,842",770,False,False,False,False,False,True
1657,5,3/28/2019,"6,167","4,086","3,361",725,False,False,False,True,False,False
1658,6,3/29/2019,"4,441","3,147","2,601",546,False,False,False,False,False,False
1659,7,3/30/2019,"3,243","2,325","1,949",376,False,True,False,False,False,False
1660,1,3/31/2019,"4,260","3,039","2,543",496,False,False,True,False,False,False
1661,2,4/1/2019,"6,078","4,238","3,550",688,True,False,False,False,False,False
1662,3,4/2/2019,"6,824","4,656","3,833",823,False,False,False,False,True,False
1663,4,4/3/2019,"6,621","4,727","3,942",785,False,False,False,False,False,True
1664,5,4/4/2019,"6,231","4,343","3,647",696,False,False,False,True,False,False
1665,6,4/5/2019,"4,776","3,346","2,719",627,False,False,False,False,False,False
1666,7,4/6/2019,"3,148","2,319","1,924",395,False,True,False,False,False,False
1667,1,4/7/2019,"4,357","3,050","2,511",539,False,False,True,False,False,False
1668,2,4/8/2019,"6,794","4,738","3,960",778,True,False,False,False,False,False
1669,3,4/9/2019,"6,688","4,505","3,736",769,False,False,False,False,True,False
1670,4,4/10/2019,"6,570","4,448","3,646",802,False,False,False,False,False,True
1671,5,4/11/2019,"6,113","4,264","3,504",760,False,False,False,True,False,False
1672,6,4/12/2019,"4,856","3,336","2,726",610,False,False,False,False,False,False
1673,7,4/13/2019,"3,401","2,409","2,011",398,False,True,False,False,False,False
1674,1,4/14/2019,"4,551","3,197","2,600",597,False,False,True,False,False,False
1675,2,4/15/2019,"6,614","4,773","3,967",806,True,False,False,False,False,False
1676,3,4/16/2019,"7,019","4,837","4,037",800,False,False,False,False,True,False
1677,4,4/17/2019,"6,643","4,470","3,681",789,False,False,False,False,False,True
1678,5,4/18/2019,"5,398","3,825","3,133",692,False,False,False,True,False,False
1679,6,4/19/2019,"4,323","2,981","2,482",499,False,False,False,False,False,False
1680,7,4/20/2019,"3,546","2,442","2,020",422,False,True,False,False,False,False
1681,1,4/21/2019,"4,312","3,045","2,534",511,False,False,True,False,False,False
1682,2,4/22/2019,"6,363","4,520","3,729",791,True,False,False,False,False,False
1683,3,4/23/2019,"6,797","4,968","4,147",821,False,False,False,False,True,False
1684,4,4/24/2019,"7,144","5,002","4,136",866,False,False,False,False,False,True
1685,5,4/25/2019,"6,555","4,621","3,804",817,False,False,False,True,False,False
1686,6,4/26/2019,"5,400","3,780","3,089",691,False,False,False,False,False,False
1687,7,4/27/2019,"3,710","2,465","2,038",427,False,True,False,False,False,False
1688,1,4/28/2019,"4,788","3,294","2,728",566,False,False,True,False,False,False
1689,2,4/29/2019,"6,232","4,340","3,578",762,True,False,False,False,False,False
1690,3,4/30/2019,"6,093","4,264","3,440",824,False,False,False,False,True,False
1691,4,5/1/2019,"6,117","4,275","3,556",719,False,False,False,False,False,True
1692,5,5/2/2019,"6,274","4,153","3,433",720,False,False,False,True,False,False
1693,6,5/3/2019,"4,774","3,370","2,763",607,False,False,False,False,False,False
1694,7,5/4/2019,"3,437","2,462","1,999",463,False,True,False,False,False,False
1695,1,5/5/2019,"4,330","3,009","2,457",552,False,False,True,False,False,False
1696,2,5/6/2019,"5,902","4,164","3,402",762,True,False,False,False,False,False
1697,3,5/7/2019,"6,064","4,258","3,469",789,False,False,False,False,True,False
1698,4,5/8/2019,"5,709","4,049","3,310",739,False,False,False,False,False,True
1699,5,5/9/2019,"5,596","3,944","3,275",669,False,False,False,True,False,False
1700,6,5/10/2019,"4,498","3,144","2,494",650,False,False,False,False,False,False
1701,7,5/11/2019,"3,258","2,119","1,702",417,False,True,False,False,False,False
1702,1,5/12/2019,"3,571","2,565","2,070",495,False,False,True,False,False,False
1703,2,5/13/2019,"5,677","3,908","3,136",772,True,False,False,False,False,False
1704,3,5/14/2019,"5,534","3,669","2,977",692,False,False,False,False,True,False
1705,4,5/15/2019,"5,391","3,667","2,989",678,False,False,False,False,False,True
1706,5,5/16/2019,"5,043","3,577","2,953",624,False,False,False,True,False,False
1707,6,5/17/2019,"3,993","2,795","2,254",541,False,False,False,False,False,False
1708,7,5/18/2019,"2,565","1,876","1,545",331,False,True,False,False,False,False
1709,1,5/19/2019,"3,369","2,364","1,954",410,False,False,True,False,False,False
1710,2,5/20/2019,"4,993","3,442","2,806",636,True,False,False,False,False,False
1711,3,5/21/2019,"4,728","3,406","2,813",593,False,False,False,False,True,False
1712,4,5/22/2019,"4,963","3,431","2,772",659,False,False,False,False,False,True
1713,5,5/23/2019,"4,637","3,243","2,698",545,False,False,False,True,False,False
1714,6,5/24/2019,"3,694","2,559","2,070",489,False,False,False,False,False,False
1715,7,5/25/2019,"2,460","1,658","1,347",311,False,True,False,False,False,False
1716,1,5/26/2019,"3,006","2,064","1,693",371,False,False,True,False,False,False
1717,2,5/27/2019,"3,992","2,780","2,271",509,True,False,False,False,False,False
1718,3,5/28/2019,"4,960","3,403","2,767",636,False,False,False,False,True,False
1719,4,5/29/2019,"4,376","3,115","2,562",553,False,False,False,False,False,True
1720,5,5/30/2019,"4,143","2,896","2,353",543,False,False,False,True,False,False
1721,6,5/31/2019,"3,359","2,363","1,909",454,False,False,False,False,False,False
1722,7,6/1/2019,"2,218","1,474","1,221",253,False,True,False,False,False,False
1723,1,6/2/2019,"2,768","1,845","1,516",329,False,False,True,False,False,False
1724,2,6/3/2019,"3,967","2,831","2,295",536,True,False,False,False,False,False
1725,3,6/4/2019,"4,501","3,008","2,426",582,False,False,False,False,True,False
1726,4,6/5/2019,"3,973","2,727","2,233",494,False,False,False,False,False,True
1727,5,6/6/2019,"4,259","2,871","2,312",559,False,False,False,True,False,False
1728,6,6/7/2019,"3,181","2,313","1,869",444,False,False,False,False,False,False
1729,7,6/8/2019,"2,170","1,583","1,324",259,False,True,False,False,False,False
1730,1,6/9/2019,"2,810","1,930","1,586",344,False,False,True,False,False,False
1731,2,6/10/2019,"4,420","3,030","2,463",567,True,False,False,False,False,False
1732,3,6/11/2019,"4,793","3,258","2,664",594,False,False,False,False,True,False
1733,4,6/12/2019,"4,410","3,064","2,479",585,False,False,False,False,False,True
1734,5,6/13/2019,"4,076","2,844","2,280",564,False,False,False,True,False,False
1735,6,6/14/2019,"3,287","2,265","1,789",476,False,False,False,False,False,False
1736,7,6/15/2019,"2,176","1,467","1,201",266,False,True,False,False,False,False
1737,1,6/16/2019,"2,516","1,747","1,419",328,False,False,True,False,False,False
1738,2,6/17/2019,"4,142","2,925","2,398",527,True,False,False,False,False,False
1739,3,6/18/2019,"4,225","3,013","2,461",552,False,False,False,False,True,False
1740,4,6/19/2019,"4,162","2,882","2,351",531,False,False,False,False,False,True
1741,5,6/20/2019,"3,716","2,615","2,137",478,False,False,False,True,False,False
1742,6,6/21/2019,"3,333","2,275","1,853",422,False,False,False,False,False,False
1743,7,6/22/2019,"1,918","1,360","1,118",242,False,True,False,False,False,False
1744,1,6/23/2019,"2,344","1,621","1,317",304,False,False,True,False,False,False
1745,2,6/24/2019,"3,691","2,591","2,149",442,True,False,False,False,False,False
1746,3,6/25/2019,"4,035","2,770","2,247",523,False,False,False,False,True,False
1747,4,6/26/2019,"3,939","2,675","2,186",489,False,False,False,False,False,True
1748,5,6/27/2019,"3,738","2,671","2,197",474,False,False,False,True,False,False
1749,6,6/28/2019,"2,846","2,021","1,657",364,False,False,False,False,False,False
1750,7,6/29/2019,"1,733","1,199",983,216,False,True,False,False,False,False
1751,1,6/30/2019,"2,184","1,494","1,240",254,False,False,True,False,False,False
1752,2,7/1/2019,"3,512","2,485","2,001",484,True,False,False,False,False,False
1753,3,7/2/2019,"3,675","2,636","2,163",473,False,False,False,False,True,False
1754,4,7/3/2019,"3,831","2,579","2,144",435,False,False,False,False,False,True
1755,5,7/4/2019,"2,801","1,971","1,648",323,False,False,False,True,False,False
1756,6,7/5/2019,"2,552","1,790","1,446",344,False,False,False,False,False,False
1757,7,7/6/2019,"1,950","1,291","1,110",181,False,True,False,False,False,False
1758,1,7/7/2019,"2,110","1,477","1,209",268,False,False,True,False,False,False
1759,2,7/8/2019,"4,303","2,903","2,383",520,True,False,False,False,False,False
1760,3,7/9/2019,"3,883","2,799","2,335",464,False,False,False,False,True,False
1761,4,7/10/2019,"4,244","2,907","2,347",560,False,False,False,False,False,True
1762,5,7/11/2019,"3,765","2,669","2,150",519,False,False,False,True,False,False
1763,6,7/12/2019,"3,286","2,276","1,816",460,False,False,False,False,False,False
1764,7,7/13/2019,"1,851","1,305","1,063",242,False,True,False,False,False,False
1765,1,7/14/2019,"2,580","1,754","1,433",321,False,False,True,False,False,False
1766,2,7/15/2019,"4,140","2,911","2,382",529,True,False,False,False,False,False
1767,3,7/16/2019,"4,076","2,785","2,285",500,False,False,False,False,True,False
1768,4,7/17/2019,"4,141","2,900","2,360",540,False,False,False,False,False,True
1769,5,7/18/2019,"3,898","2,774","2,249",525,False,False,False,True,False,False
1770,6,7/19/2019,"3,027","2,078","1,641",437,False,False,False,False,False,False
1771,7,7/20/2019,"1,831","1,271","1,033",238,False,True,False,False,False,False
1772,1,7/21/2019,"2,282","1,617","1,356",261,False,False,True,False,False,False
1773,2,7/22/2019,"4,138","2,890","2,376",514,True,False,False,False,False,False
1774,3,7/23/2019,"4,049","2,868","2,344",524,False,False,False,False,True,False
1775,4,7/24/2019,"4,272","2,963","2,359",604,False,False,False,False,False,True
1776,5,7/25/2019,"4,089","2,755","2,210",545,False,False,False,True,False,False
1777,6,7/26/2019,"3,277","2,264","1,842",422,False,False,False,False,False,False
1778,7,7/27/2019,"1,954","1,308","1,069",239,False,True,False,False,False,False
1779,1,7/28/2019,"2,111","1,509","1,239",270,False,False,True,False,False,False
1780,2,7/29/2019,"3,625","2,539","2,053",486,True,False,False,False,False,False
1781,3,7/30/2019,"4,415","2,906","2,386",520,False,False,False,False,True,False
1782,4,7/31/2019,"3,854","2,743","2,260",483,False,False,False,False,False,True
1783,5,8/1/2019,"4,114","2,771","2,262",509,False,False,False,True,False,False
1784,6,8/2/2019,"3,492","2,280","1,874",406,False,False,False,False,False,False
1785,7,8/3/2019,"1,849","1,312","1,096",216,False,True,False,False,False,False
1786,1,8/4/2019,"2,239","1,630","1,347",283,False,False,True,False,False,False
1787,2,8/5/2019,"3,976","2,664","2,191",473,True,False,False,False,False,False
1788,3,8/6/2019,"4,061","2,833","2,284",549,False,False,False,False,True,False
1789,4,8/7/2019,"3,702","2,675","2,215",460,False,False,False,False,False,True
1790,5,8/8/2019,"3,622","2,553","2,112",441,False,False,False,True,False,False
1791,6,8/9/2019,"3,039","2,033","1,660",373,False,False,False,False,False,False
1792,7,8/10/2019,"1,848","1,265","1,049",216,False,True,False,False,False,False
1793,1,8/11/2019,"2,082","1,502","1,242",260,False,False,True,False,False,False
1794,2,8/12/2019,"3,807","2,574","2,121",453,True,False,False,False,False,False
1795,3,8/13/2019,"3,993","2,667","2,215",452,False,False,False,False,True,False
1796,4,8/14/2019,"3,567","2,517","2,087",430,False,False,False,False,False,True
1797,5,8/15/2019,"3,484","2,450","2,046",404,False,False,False,True,False,False
1798,6,8/16/2019,"2,994","2,022","1,663",359,False,False,False,False,False,False
1799,7,8/17/2019,"1,793","1,276","1,074",202,False,True,False,False,False,False
1800,1,8/18/2019,"2,422","1,721","1,477",244,False,False,True,False,False,False
1801,2,8/19/2019,"4,070","2,847","2,371",476,True,False,False,False,False,False
1802,3,8/20/2019,"3,987","2,800","2,293",507,False,False,False,False,True,False
1803,4,8/21/2019,"3,355","2,407","1,963",444,False,False,False,False,False,True
1804,5,8/22/2019,"2,925","1,959","1,627",332,False,False,False,True,False,False
1805,6,8/23/2019,"3,010","2,143","1,769",374,False,False,False,False,False,False
1806,7,8/24/2019,"1,896","1,380","1,151",229,False,True,False,False,False,False
1807,1,8/25/2019,"2,501","1,791","1,497",294,False,False,True,False,False,False
1808,2,8/26/2019,"3,851","2,714","2,257",457,True,False,False,False,False,False
1809,3,8/27/2019,"4,403","3,075","2,622",453,False,False,False,False,True,False
1810,4,8/28/2019,"4,627","3,125","2,623",502,False,False,False,False,False,True
1811,5,8/29/2019,"4,221","2,982","2,477",505,False,False,False,True,False,False
1812,6,8/30/2019,"3,025","2,102","1,727",375,False,False,False,False,False,False
1813,7,8/31/2019,"1,998","1,386","1,179",207,False,True,False,False,False,False
1814,1,9/1/2019,"2,297","1,645","1,414",231,False,False,True,False,False,False
1815,2,9/2/2019,"3,192","2,272","1,910",362,True,False,False,False,False,False
1816,3,9/3/2019,"4,087","2,921","2,434",487,False,False,False,False,True,False
1817,4,9/4/2019,"4,787","3,348","2,842",506,False,False,False,False,False,True
1818,5,9/5/2019,"4,483","3,078","2,570",508,False,False,False,True,False,False
1819,6,9/6/2019,"3,571","2,483","2,095",388,False,False,False,False,False,False
1820,7,9/7/2019,"2,263","1,566","1,343",223,False,True,False,False,False,False
1821,1,9/8/2019,"2,948","2,118","1,827",291,False,False,True,False,False,False
1822,2,9/9/2019,"4,521","3,287","2,785",502,True,False,False,False,False,False
1823,3,9/10/2019,"4,563","3,251","2,758",493,False,False,False,False,True,False
1824,4,9/11/2019,"4,598","3,365","2,901",464,False,False,False,False,False,True
1825,5,9/12/2019,"4,603","3,356","2,868",488,False,False,False,True,False,False
1826,6,9/13/2019,"3,349","2,508","2,121",387,False,False,False,False,False,False
1827,7,9/14/2019,"2,437","1,716","1,451",265,False,True,False,False,False,False
1828,1,9/15/2019,"3,188","2,367","2,082",285,False,False,True,False,False,False
1829,2,9/16/2019,"5,291","3,839","3,280",559,True,False,False,False,False,False
1830,3,9/17/2019,"5,477","3,815","3,273",542,False,False,False,False,True,False
1831,4,9/18/2019,"5,257","3,726","3,222",504,False,False,False,False,False,True
1832,5,9/19/2019,"5,000","3,500","3,028",472,False,False,False,True,False,False
1833,6,9/20/2019,"3,890","2,822","2,407",415,False,False,False,False,False,False
1834,7,9/21/2019,"2,654","1,994","1,739",255,False,True,False,False,False,False
1835,1,9/22/2019,"3,656","2,640","2,328",312,False,False,True,False,False,False
1836,2,9/23/2019,"5,223","3,804","3,291",513,True,False,False,False,False,False
1837,3,9/24/2019,"5,276","3,826","3,287",539,False,False,False,False,True,False
1838,4,9/25/2019,"5,476","3,838","3,306",532,False,False,False,False,False,True
1839,5,9/26/2019,"5,196","3,718","3,208",510,False,False,False,True,False,False
1840,6,9/27/2019,"4,052","2,863","2,448",415,False,False,False,False,False,False
1841,7,9/28/2019,"2,635","1,945","1,696",249,False,True,False,False,False,False
1842,1,9/29/2019,"4,076","2,895","2,541",354,False,False,True,False,False,False
1843,2,9/30/2019,"5,167","3,754","3,216",538,True,False,False,False,False,False
1844,3,10/1/2019,"4,972","3,634","3,082",552,False,False,False,False,True,False
1845,4,10/2/2019,"5,143","3,683","3,209",474,False,False,False,False,False,True
1846,5,10/3/2019,"4,753","3,454","2,941",513,False,False,False,True,False,False
1847,6,10/4/2019,"3,795","2,854","2,440",414,False,False,False,False,False,False
1848,7,10/5/2019,"2,920","2,118","1,827",291,False,True,False,False,False,False
1849,1,10/6/2019,"3,950","2,850","2,471",379,False,False,True,False,False,False
1850,2,10/7/2019,"5,493","3,929","3,432",497,True,False,False,False,False,False
1851,3,10/8/2019,"5,652","4,186","3,705",481,False,False,False,False,True,False
1852,4,10/9/2019,"5,617","3,936","3,388",548,False,False,False,False,False,True
1853,5,10/10/2019,"5,234","3,802","3,261",541,False,False,False,True,False,False
1854,6,10/11/2019,"4,118","3,147","2,674",473,False,False,False,False,False,False
1855,7,10/12/2019,"2,863","2,111","1,803",308,False,True,False,False,False,False
1856,1,10/13/2019,"4,032","3,013","2,645",368,False,False,True,False,False,False
1857,2,10/14/2019,"5,476","4,022","3,466",556,True,False,False,False,False,False
1858,3,10/15/2019,"5,542","4,117","3,572",545,False,False,False,False,True,False
1859,4,10/16/2019,"5,340","3,966","3,403",563,False,False,False,False,False,True
1860,5,10/17/2019,"5,388","3,905","3,333",572,False,False,False,True,False,False
1861,6,10/18/2019,"4,309","3,097","2,675",422,False,False,False,False,False,False
1862,7,10/19/2019,"3,117","2,223","1,897",326,False,True,False,False,False,False
1863,1,10/20/2019,"4,234","3,081","2,679",402,False,False,True,False,False,False
1864,2,10/21/2019,"5,698","4,144","3,507",637,True,False,False,False,False,False
1865,3,10/22/2019,"5,721","4,132","3,536",596,False,False,False,False,True,False
1866,4,10/23/2019,"6,018","4,446","3,823",623,False,False,False,False,False,True
1867,5,10/24/2019,"5,563","3,995","3,397",598,False,False,False,True,False,False
1868,6,10/25/2019,"4,159","2,961","2,461",500,False,False,False,False,False,False
1869,7,10/26/2019,"2,732","2,057","1,753",304,False,True,False,False,False,False
1870,1,10/27/2019,"3,901","2,854","2,460",394,False,False,True,False,False,False
