Row,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday
1,1,9/14/2014,"2,146","1,582","1,430",152,False,False,True,False,False,False
2,2,9/15/2014,"3,621","2,528","2,297",231,True,False,False,False,False,False
3,3,9/16/2014,"3,698","2,630","2,352",278,False,False,False,False,True,False
4,4,9/17/2014,"3,667","2,614","2,327",287,False,False,False,False,False,True
5,5,9/18/2014,"3,316","2,366","2,130",236,False,False,False,True,False,False
6,6,9/19/2014,"2,815","1,863","1,622",241,False,False,False,False,False,False
7,7,9/20/2014,"1,658","1,118",985,133,False,True,False,False,False,False
8,1,9/21/2014,"2,288","1,656","1,481",175,False,False,True,False,False,False
9,2,9/22/2014,"3,638","2,586","2,312",274,True,False,False,False,False,False
10,3,9/23/2014,"4,462","3,257","2,989",268,False,False,False,False,True,False
11,4,9/24/2014,"4,414","3,175","2,891",284,False,False,False,False,False,True
12,5,9/25/2014,"4,315","3,029","2,743",286,False,False,False,True,False,False
13,6,9/26/2014,"3,323","2,249","2,033",216,False,False,False,False,False,False
14,7,9/27/2014,"1,656","1,180","1,040",140,False,True,False,False,False,False
15,1,9/28/2014,"2,465","1,806","1,613",193,False,False,True,False,False,False
16,2,9/29/2014,"4,096","2,873","2,577",296,True,False,False,False,False,False
17,3,9/30/2014,"4,474","3,032","2,720",312,False,False,False,False,True,False
18,4,10/1/2014,"4,124","2,849","2,541",308,False,False,False,False,False,True
19,5,10/2/2014,"3,514","2,489","2,239",250,False,False,False,True,False,False
20,6,10/3/2014,"3,005","2,097","1,856",241,False,False,False,False,False,False
21,7,10/4/2014,"2,054","1,436","1,274",162,False,True,False,False,False,False
22,1,10/5/2014,"2,847","1,913","1,713",200,False,False,True,False,False,False
23,2,10/6/2014,"4,501","3,181","2,853",328,True,False,False,False,False,False
24,3,10/7/2014,"4,603","3,163","2,804",359,False,False,False,False,True,False
25,4,10/8/2014,"4,187","3,014","2,663",351,False,False,False,False,False,True
26,5,10/9/2014,"4,343","2,864","2,545",319,False,False,False,True,False,False
27,6,10/10/2014,"3,565","2,382","2,100",282,False,False,False,False,False,False
28,7,10/11/2014,"2,080","1,457","1,280",177,False,True,False,False,False,False
29,1,10/12/2014,"3,031","2,089","1,856",233,False,False,True,False,False,False
30,2,10/13/2014,"4,814","3,339","2,973",366,True,False,False,False,False,False
31,3,10/14/2014,"5,040","3,604","3,217",387,False,False,False,False,True,False
32,4,10/15/2014,"5,028","3,515","3,094",421,False,False,False,False,False,True
33,5,10/16/2014,"4,658","3,331","2,955",376,False,False,False,True,False,False
34,6,10/17/2014,"3,624","2,477","2,148",329,False,False,False,False,False,False
35,7,10/18/2014,"2,285","1,619","1,416",203,False,True,False,False,False,False
36,1,10/19/2014,"3,454","2,346","2,060",286,False,False,True,False,False,False
37,2,10/20/2014,"5,307","3,717","3,308",409,True,False,False,False,False,False
38,3,10/21/2014,"5,135","3,701","3,280",421,False,False,False,False,True,False
39,4,10/22/2014,"5,084","3,611","3,177",434,False,False,False,False,False,True
40,5,10/23/2014,"4,650","3,316","2,940",376,False,False,False,True,False,False
41,6,10/24/2014,"3,571","2,498","2,170",328,False,False,False,False,False,False
42,7,10/25/2014,"2,354","1,661","1,417",244,False,True,False,False,False,False
43,1,10/26/2014,"3,497","2,508","2,218",290,False,False,True,False,False,False
44,2,10/27/2014,"5,294","3,737","3,286",451,True,False,False,False,False,False
45,3,10/28/2014,"4,643","3,328","2,905",423,False,False,False,False,True,False
46,4,10/29/2014,"4,596","3,279","2,863",416,False,False,False,False,False,True
47,5,10/30/2014,"4,162","3,041","2,657",384,False,False,False,True,False,False
48,6,10/31/2014,"2,933","2,007","1,728",279,False,False,False,False,False,False
49,7,11/1/2014,"2,202","1,496","1,270",226,False,True,False,False,False,False
50,1,11/2/2014,"3,083","2,204","1,940",264,False,False,True,False,False,False
51,2,11/3/2014,"4,376","3,057","2,629",428,True,False,False,False,False,False
52,3,11/4/2014,"4,704","3,141","2,739",402,False,False,False,False,True,False
53,4,11/5/2014,"4,306","3,200","2,797",403,False,False,False,False,False,True
54,5,11/6/2014,"4,178","3,034","2,627",407,False,False,False,True,False,False
55,6,11/7/2014,"3,236","2,318","1,975",343,False,False,False,False,False,False
56,7,11/8/2014,"2,010","1,536","1,345",191,False,True,False,False,False,False
57,1,11/9/2014,"2,901","2,141","1,849",292,False,False,True,False,False,False
58,2,11/10/2014,"4,754","3,325","2,885",440,True,False,False,False,False,False
59,3,11/11/2014,"4,417","3,203","2,793",410,False,False,False,False,True,False
60,4,11/12/2014,"4,535","3,351","2,897",454,False,False,False,False,False,True
61,5,11/13/2014,"4,274","3,194","2,758",436,False,False,False,True,False,False
62,6,11/14/2014,"3,382","2,423","2,061",362,False,False,False,False,False,False
63,7,11/15/2014,"2,085","1,488","1,280",208,False,True,False,False,False,False
64,1,11/16/2014,"3,083","2,215","1,926",289,False,False,True,False,False,False
65,2,11/17/2014,"4,860","3,559","3,069",490,True,False,False,False,False,False
66,3,11/18/2014,"4,893","3,570","3,133",437,False,False,False,False,True,False
67,4,11/19/2014,"4,866","3,544","3,056",488,False,False,False,False,False,True
68,5,11/20/2014,"4,584","3,357","2,899",458,False,False,False,True,False,False
69,6,11/21/2014,"3,914","2,750","2,361",389,False,False,False,False,False,False
70,7,11/22/2014,"2,431","1,716","1,463",253,False,True,False,False,False,False
71,1,11/23/2014,"3,157","2,369","2,082",287,False,False,True,False,False,False
72,2,11/24/2014,"5,045","3,615","3,146",469,True,False,False,False,False,False
73,3,11/25/2014,"4,746","3,236","2,821",415,False,False,False,False,True,False
74,4,11/26/2014,"4,314","2,919","2,513",406,False,False,False,False,False,True
75,5,11/27/2014,"3,663","2,476","2,162",314,False,False,False,True,False,False
76,6,11/28/2014,"3,270","2,268","1,931",337,False,False,False,False,False,False
77,7,11/29/2014,"2,905","1,976","1,695",281,False,True,False,False,False,False
78,1,11/30/2014,"4,016","2,832","2,489",343,False,False,True,False,False,False
79,2,12/1/2014,"5,266","3,877","3,317",560,True,False,False,False,False,False
80,3,12/2/2014,"5,795","4,274","3,700",574,False,False,False,False,True,False
81,4,12/3/2014,"5,728","4,217","3,656",561,False,False,False,False,False,True
82,5,12/4/2014,"5,293","3,830","3,295",535,False,False,False,True,False,False
83,6,12/5/2014,"3,934","2,856","2,479",377,False,False,False,False,False,False
84,7,12/6/2014,"3,071","2,165","1,855",310,False,True,False,False,False,False
85,1,12/7/2014,"3,876","2,984","2,582",402,False,False,True,False,False,False
86,2,12/8/2014,"5,878","4,375","3,829",546,True,False,False,False,False,False
87,3,12/9/2014,"5,712","4,187","3,635",552,False,False,False,False,True,False
88,4,12/10/2014,"5,491","4,074","3,480",594,False,False,False,False,False,True
89,5,12/11/2014,"5,144","3,801","3,247",554,False,False,False,True,False,False
90,6,12/12/2014,"3,880","2,860","2,418",442,False,False,False,False,False,False
91,7,12/13/2014,"2,605","1,838","1,538",300,False,True,False,False,False,False
92,1,12/14/2014,"3,625","2,650","2,259",391,False,False,True,False,False,False
93,2,12/15/2014,"4,685","3,478","3,000",478,True,False,False,False,False,False
94,3,12/16/2014,"4,891","3,338","2,861",477,False,False,False,False,True,False
95,4,12/17/2014,"4,222","3,053","2,606",447,False,False,False,False,False,True
96,5,12/18/2014,"3,691","2,690","2,275",415,False,False,False,True,False,False
97,6,12/19/2014,"2,748","1,879","1,559",320,False,False,False,False,False,False
98,7,12/20/2014,"1,380","1,011",836,175,False,True,False,False,False,False
99,1,12/21/2014,"1,474","1,054",876,178,False,False,True,False,False,False
100,2,12/22/2014,"2,452","1,715","1,394",321,True,False,False,False,False,False
101,3,12/23/2014,"2,298","1,440","1,159",281,False,False,False,False,True,False
102,4,12/24/2014,"1,430",947,772,175,False,False,False,False,False,True
103,5,12/25/2014,"1,002",667,522,145,False,False,False,True,False,False
104,6,12/26/2014,"1,486","1,005",808,197,False,False,False,False,False,False
105,7,12/27/2014,"1,345",941,781,160,False,True,False,False,False,False
106,1,12/28/2014,"1,453",948,765,183,False,False,True,False,False,False
107,2,12/29/2014,"2,173","1,472","1,228",244,True,False,False,False,False,False
108,3,12/30/2014,"2,208","1,424","1,172",252,False,False,False,False,True,False
109,4,12/31/2014,"1,381",955,773,182,False,False,False,False,False,True
110,5,1/1/2015,"1,265",876,715,161,False,False,False,True,False,False
111,6,1/2/2015,"1,948","1,288","1,030",258,False,False,False,False,False,False
112,7,1/3/2015,"1,742","1,096",946,150,False,True,False,False,False,False
113,1,1/4/2015,"1,896","1,409","1,186",223,False,False,True,False,False,False
114,2,1/5/2015,"3,033","2,062","1,706",356,True,False,False,False,False,False
115,3,1/6/2015,"3,445","2,327","1,942",385,False,False,False,False,True,False
116,4,1/7/2015,"3,423","2,384","1,991",393,False,False,False,False,False,True
117,5,1/8/2015,"3,319","2,272","1,922",350,False,False,False,True,False,False
118,6,1/9/2015,"2,783","1,941","1,663",278,False,False,False,False,False,False
119,7,1/10/2015,"1,952","1,240","1,066",174,False,True,False,False,False,False
120,1,1/11/2015,"2,245","1,611","1,391",220,False,False,True,False,False,False
121,2,1/12/2015,"3,928","2,518","2,125",393,True,False,False,False,False,False
122,3,1/13/2015,"3,810","2,621","2,239",382,False,False,False,False,True,False
123,4,1/14/2015,"3,931","2,656","2,229",427,False,False,False,False,False,True
124,5,1/15/2015,"3,523","2,457","2,069",388,False,False,False,True,False,False
125,6,1/16/2015,"2,943","1,928","1,640",288,False,False,False,False,False,False
126,7,1/17/2015,"1,751","1,237","1,052",185,False,True,False,False,False,False
127,1,1/18/2015,"2,491","1,762","1,541",221,False,False,True,False,False,False
128,2,1/19/2015,"3,766","2,665","2,271",394,True,False,False,False,False,False
129,3,1/20/2015,"4,194","2,852","2,423",429,False,False,False,False,True,False
130,4,1/21/2015,"4,038","2,916","2,482",434,False,False,False,False,False,True
131,5,1/22/2015,"3,891","2,702","2,334",368,False,False,False,True,False,False
132,6,1/23/2015,"3,111","2,181","1,897",284,False,False,False,False,False,False
133,7,1/24/2015,"1,946","1,414","1,239",175,False,True,False,False,False,False
134,1,1/25/2015,"2,802","2,010","1,740",270,False,False,True,False,False,False
135,2,1/26/2015,"3,892","2,841","2,466",375,True,False,False,False,False,False
136,3,1/27/2015,"4,172","3,003","2,592",411,False,False,False,False,True,False
137,4,1/28/2015,"4,464","3,280","2,862",418,False,False,False,False,False,True
138,5,1/29/2015,"4,377","3,143","2,679",464,False,False,False,True,False,False
139,6,1/30/2015,"3,734","2,514","2,129",385,False,False,False,False,False,False
140,7,1/31/2015,"2,262","1,657","1,443",214,False,True,False,False,False,False
141,1,2/1/2015,"3,050","2,122","1,825",297,False,False,True,False,False,False
142,2,2/2/2015,"4,794","3,366","2,867",499,True,False,False,False,False,False
143,3,2/3/2015,"4,936","3,423","2,922",501,False,False,False,False,True,False
144,4,2/4/2015,"5,016","3,500","3,023",477,False,False,False,False,False,True
145,5,2/5/2015,"4,489","3,170","2,753",417,False,False,False,True,False,False
146,6,2/6/2015,"3,505","2,468","2,075",393,False,False,False,False,False,False
147,7,2/7/2015,"2,264","1,679","1,437",242,False,True,False,False,False,False
148,1,2/8/2015,"3,314","2,435","2,100",335,False,False,True,False,False,False
149,2,2/9/2015,"5,095","3,619","3,125",494,True,False,False,False,False,False
150,3,2/10/2015,"5,525","3,793","3,272",521,False,False,False,False,True,False
151,4,2/11/2015,"5,074","3,689","3,190",499,False,False,False,False,False,True
152,5,2/12/2015,"4,571","3,319","2,810",509,False,False,False,True,False,False
153,6,2/13/2015,"3,570","2,664","2,253",411,False,False,False,False,False,False
154,7,2/14/2015,"2,182","1,565","1,323",242,False,True,False,False,False,False
155,1,2/15/2015,"3,265","2,277","1,935",342,False,False,True,False,False,False
156,2,2/16/2015,"4,670","3,297","2,826",471,True,False,False,False,False,False
157,3,2/17/2015,"4,764","3,452","2,957",495,False,False,False,False,True,False
158,4,2/18/2015,"4,943","3,526","3,026",500,False,False,False,False,False,True
159,5,2/19/2015,"4,790","3,307","2,811",496,False,False,False,True,False,False
160,6,2/20/2015,"3,604","2,621","2,241",380,False,False,False,False,False,False
161,7,2/21/2015,"2,455","1,823","1,569",254,False,True,False,False,False,False
162,1,2/22/2015,"3,650","2,690","2,329",361,False,False,True,False,False,False
163,2,2/23/2015,"5,463","3,975","3,433",542,True,False,False,False,False,False
164,3,2/24/2015,"5,884","4,112","3,542",570,False,False,False,False,True,False
165,4,2/25/2015,"5,615","4,019","3,432",587,False,False,False,False,False,True
166,5,2/26/2015,"5,289","3,747","3,186",561,False,False,False,True,False,False
167,6,2/27/2015,"4,434","2,969","2,486",483,False,False,False,False,False,False
168,7,2/28/2015,"2,665","1,977","1,694",283,False,True,False,False,False,False
169,1,3/1/2015,"3,907","2,906","2,519",387,False,False,True,False,False,False
170,2,3/2/2015,"5,308","3,778","3,222",556,True,False,False,False,False,False
171,3,3/3/2015,"5,773","4,025","3,490",535,False,False,False,False,True,False
172,4,3/4/2015,"5,585","4,060","3,457",603,False,False,False,False,False,True
173,5,3/5/2015,"4,783","3,582","3,049",533,False,False,False,True,False,False
174,6,3/6/2015,"3,893","2,707","2,259",448,False,False,False,False,False,False
175,7,3/7/2015,"2,917","2,048","1,723",325,False,True,False,False,False,False
176,1,3/8/2015,"3,353","2,468","2,104",364,False,False,True,False,False,False
177,2,3/9/2015,"5,400","3,824","3,246",578,True,False,False,False,False,False
178,3,3/10/2015,"5,395","3,926","3,350",576,False,False,False,False,True,False
179,4,3/11/2015,"5,229","3,859","3,263",596,False,False,False,False,False,True
180,5,3/12/2015,"5,371","3,784","3,204",580,False,False,False,True,False,False
181,6,3/13/2015,"4,185","3,045","2,559",486,False,False,False,False,False,False
182,7,3/14/2015,"2,724","1,988","1,675",313,False,True,False,False,False,False
183,1,3/15/2015,"3,590","2,620","2,196",424,False,False,True,False,False,False
184,2,3/16/2015,"5,367","3,771","3,192",579,True,False,False,False,False,False
185,3,3/17/2015,"5,440","3,968","3,387",581,False,False,False,False,True,False
186,4,3/18/2015,"5,465","4,043","3,458",585,False,False,False,False,False,True
187,5,3/19/2015,"5,318","3,813","3,262",551,False,False,False,True,False,False
188,6,3/20/2015,"4,225","2,916","2,462",454,False,False,False,False,False,False
189,7,3/21/2015,"2,687","1,975","1,667",308,False,True,False,False,False,False
190,1,3/22/2015,"3,791","2,786","2,388",398,False,False,True,False,False,False
191,2,3/23/2015,"5,661","3,949","3,331",618,True,False,False,False,False,False
192,3,3/24/2015,"5,759","4,081","3,487",594,False,False,False,False,True,False
193,4,3/25/2015,"5,599","3,983","3,378",605,False,False,False,False,False,True
194,5,3/26/2015,"5,103","3,755","3,184",571,False,False,False,True,False,False
195,6,3/27/2015,"4,313","2,946","2,446",500,False,False,False,False,False,False
196,7,3/28/2015,"2,971","2,011","1,651",360,False,True,False,False,False,False
197,1,3/29/2015,"3,662","2,693","2,285",408,False,False,True,False,False,False
198,2,3/30/2015,"5,635","3,985","3,386",599,True,False,False,False,False,False
199,3,3/31/2015,"5,581","3,963","3,359",604,False,False,False,False,True,False
200,4,4/1/2015,"5,329","3,761","3,170",591,False,False,False,False,False,True
201,5,4/2/2015,"4,553","3,214","2,710",504,False,False,False,True,False,False
202,6,4/3/2015,"3,423","2,404","1,988",416,False,False,False,False,False,False
203,7,4/4/2015,"2,708","1,807","1,512",295,False,True,False,False,False,False
204,1,4/5/2015,"3,306","2,266","1,895",371,False,False,True,False,False,False
205,2,4/6/2015,"5,203","3,692","3,133",559,True,False,False,False,False,False
206,3,4/7/2015,"5,712","4,104","3,456",648,False,False,False,False,True,False
207,4,4/8/2015,"5,601","4,015","3,401",614,False,False,False,False,False,True
208,5,4/9/2015,"5,486","4,063","3,430",633,False,False,False,True,False,False
209,6,4/10/2015,"4,178","3,213","2,697",516,False,False,False,False,False,False
210,7,4/11/2015,"2,878","2,153","1,835",318,False,True,False,False,False,False
211,1,4/12/2015,"4,169","2,903","2,447",456,False,False,True,False,False,False
212,2,4/13/2015,"6,372","4,485","3,787",698,True,False,False,False,False,False
213,3,4/14/2015,"6,240","4,391","3,698",693,False,False,False,False,True,False
214,4,4/15/2015,"6,170","4,409","3,723",686,False,False,False,False,False,True
215,5,4/16/2015,"6,071","4,275","3,586",689,False,False,False,True,False,False
216,6,4/17/2015,"4,682","3,307","2,741",566,False,False,False,False,False,False
217,7,4/18/2015,"3,208","2,291","1,894",397,False,True,False,False,False,False
218,1,4/19/2015,"4,310","3,144","2,669",475,False,False,True,False,False,False
219,2,4/20/2015,"6,435","4,694","3,929",765,True,False,False,False,False,False
220,3,4/21/2015,"6,299","4,455","3,769",686,False,False,False,False,True,False
221,4,4/22/2015,"6,360","4,512","3,797",715,False,False,False,False,False,True
222,5,4/23/2015,"6,349","4,360","3,664",696,False,False,False,True,False,False
223,6,4/24/2015,"4,660","3,387","2,845",542,False,False,False,False,False,False
224,7,4/25/2015,"3,354","2,420","2,035",385,False,True,False,False,False,False
225,1,4/26/2015,"4,371","3,189","2,688",501,False,False,True,False,False,False
226,2,4/27/2015,"6,534","4,731","3,977",754,True,False,False,False,False,False
227,3,4/28/2015,"6,832","4,941","4,161",780,False,False,False,False,True,False
228,4,4/29/2015,"6,689","4,870","4,110",760,False,False,False,False,False,True
229,5,4/30/2015,"5,849","4,086","3,450",636,False,False,False,True,False,False
230,6,5/1/2015,"4,247","3,064","2,562",502,False,False,False,False,False,False
231,7,5/2/2015,"3,219","2,360","1,958",402,False,True,False,False,False,False
232,1,5/3/2015,"4,211","3,210","2,765",445,False,False,True,False,False,False
233,2,5/4/2015,"6,424","4,752","4,043",709,True,False,False,False,False,False
234,3,5/5/2015,"6,223","4,520","3,818",702,False,False,False,False,True,False
235,4,5/6/2015,"6,551","4,768","4,059",709,False,False,False,False,False,True
236,5,5/7/2015,"6,343","4,449","3,770",679,False,False,False,True,False,False
237,6,5/8/2015,"4,696","3,366","2,824",542,False,False,False,False,False,False
238,7,5/9/2015,"3,134","2,239","1,846",393,False,True,False,False,False,False
239,1,5/10/2015,"3,868","2,844","2,365",479,False,False,True,False,False,False
240,2,5/11/2015,"6,020","4,482","3,787",695,True,False,False,False,False,False
241,3,5/12/2015,"5,705","4,160","3,490",670,False,False,False,False,True,False
242,4,5/13/2015,"5,752","4,016","3,348",668,False,False,False,False,False,True
243,5,5/14/2015,"5,181","3,605","3,008",597,False,False,False,True,False,False
244,6,5/15/2015,"4,269","2,913","2,404",509,False,False,False,False,False,False
245,7,5/16/2015,"2,633","1,818","1,473",345,False,True,False,False,False,False
246,1,5/17/2015,"3,336","2,376","1,988",388,False,False,True,False,False,False
247,2,5/18/2015,"5,127","3,587","2,955",632,True,False,False,False,False,False
248,3,5/19/2015,"5,449","3,767","3,149",618,False,False,False,False,True,False
249,4,5/20/2015,"5,746","3,956","3,371",585,False,False,False,False,False,True
250,5,5/21/2015,"5,115","3,642","3,046",596,False,False,False,True,False,False
251,6,5/22/2015,"3,995","2,749","2,243",506,False,False,False,False,False,False
252,7,5/23/2015,"2,618","1,884","1,585",299,False,True,False,False,False,False
253,1,5/24/2015,"2,961","2,117","1,763",354,False,False,True,False,False,False
254,2,5/25/2015,"4,090","2,913","2,427",486,True,False,False,False,False,False
255,3,5/26/2015,"5,201","3,637","3,073",564,False,False,False,False,True,False
256,4,5/27/2015,"5,321","3,797","3,146",651,False,False,False,False,False,True
257,5,5/28/2015,"5,219","3,509","2,887",622,False,False,False,True,False,False
258,6,5/29/2015,"4,017","2,804","2,338",466,False,False,False,False,False,False
259,7,5/30/2015,"2,297","1,629","1,346",283,False,True,False,False,False,False
260,1,5/31/2015,"3,145","2,226","1,860",366,False,False,True,False,False,False
261,2,6/1/2015,"4,905","3,419","2,797",622,True,False,False,False,False,False
262,3,6/2/2015,"4,747","3,284","2,701",583,False,False,False,False,True,False
263,4,6/3/2015,"4,591","3,317","2,713",604,False,False,False,False,False,True
264,5,6/4/2015,"4,431","3,173","2,652",521,False,False,False,True,False,False
265,6,6/5/2015,"3,608","2,523","2,068",455,False,False,False,False,False,False
266,7,6/6/2015,"2,422","1,673","1,336",337,False,True,False,False,False,False
267,1,6/7/2015,"3,132","2,145","1,790",355,False,False,True,False,False,False
268,2,6/8/2015,"4,962","3,377","2,788",589,True,False,False,False,False,False
269,3,6/9/2015,"4,881","3,469","2,862",607,False,False,False,False,True,False
270,4,6/10/2015,"5,001","3,425","2,786",639,False,False,False,False,False,True
271,5,6/11/2015,"4,635","3,242","2,614",628,False,False,False,True,False,False
272,6,6/12/2015,"3,545","2,494","2,066",428,False,False,False,False,False,False
273,7,6/13/2015,"2,262","1,490","1,235",255,False,True,False,False,False,False
274,1,6/14/2015,"2,866","2,034","1,692",342,False,False,True,False,False,False
275,2,6/15/2015,"4,692","3,261","2,682",579,True,False,False,False,False,False
276,3,6/16/2015,"4,602","3,204","2,660",544,False,False,False,False,True,False
277,4,6/17/2015,"4,620","3,101","2,556",545,False,False,False,False,False,True
278,5,6/18/2015,"4,475","2,955","2,386",569,False,False,False,True,False,False
279,6,6/19/2015,"3,564","2,422","1,954",468,False,False,False,False,False,False
280,7,6/20/2015,"2,071","1,370","1,129",241,False,True,False,False,False,False
281,1,6/21/2015,"2,659","1,840","1,523",317,False,False,True,False,False,False
282,2,6/22/2015,"4,338","2,963","2,410",553,True,False,False,False,False,False
283,3,6/23/2015,"4,531","3,139","2,566",573,False,False,False,False,True,False
284,4,6/24/2015,"4,498","3,022","2,481",541,False,False,False,False,False,True
285,5,6/25/2015,"4,128","2,730","2,210",520,False,False,False,True,False,False
286,6,6/26/2015,"3,132","2,153","1,721",432,False,False,False,False,False,False
287,7,6/27/2015,"1,829","1,264","1,067",197,False,True,False,False,False,False
288,1,6/28/2015,"2,149","1,517","1,224",293,False,False,True,False,False,False
289,2,6/29/2015,"3,975","2,691","2,169",522,True,False,False,False,False,False
290,3,6/30/2015,"4,046","2,718","2,180",538,False,False,False,False,True,False
291,4,7/1/2015,"3,897","2,745","2,266",479,False,False,False,False,False,True
292,5,7/2/2015,"3,871","2,540","2,072",468,False,False,False,True,False,False
293,6,7/3/2015,"2,630","1,716","1,353",363,False,False,False,False,False,False
294,7,7/4/2015,"1,602","1,104",900,204,False,True,False,False,False,False
295,1,7/5/2015,"1,960","1,370","1,141",229,False,False,True,False,False,False
296,2,7/6/2015,"4,143","2,655","2,171",484,True,False,False,False,False,False
297,3,7/7/2015,"4,205","2,789","2,266",523,False,False,False,False,True,False
298,4,7/8/2015,"4,193","2,783","2,255",528,False,False,False,False,False,True
299,5,7/9/2015,"3,710","2,536","2,069",467,False,False,False,True,False,False
300,6,7/10/2015,"3,137","2,203","1,767",436,False,False,False,False,False,False
301,7,7/11/2015,"1,834","1,145",944,201,False,True,False,False,False,False
302,1,7/12/2015,"2,070","1,473","1,197",276,False,False,True,False,False,False
303,2,7/13/2015,"4,180","2,852","2,310",542,True,False,False,False,False,False
304,3,7/14/2015,"4,038","2,731","2,226",505,False,False,False,False,True,False
305,4,7/15/2015,"3,906","2,667","2,119",548,False,False,False,False,False,True
306,5,7/16/2015,"3,580","2,424","1,940",484,False,False,False,True,False,False
307,6,7/17/2015,"2,948","2,070","1,708",362,False,False,False,False,False,False
308,7,7/18/2015,"1,622","1,121",924,197,False,True,False,False,False,False
309,1,7/19/2015,"2,179","1,480","1,214",266,False,False,True,False,False,False
310,2,7/20/2015,"3,906","2,615","2,146",469,True,False,False,False,False,False
311,3,7/21/2015,"3,745","2,596","2,071",525,False,False,False,False,True,False
312,4,7/22/2015,"4,212","2,761","2,205",556,False,False,False,False,False,True
313,5,7/23/2015,"3,901","2,595","2,095",500,False,False,False,True,False,False
314,6,7/24/2015,"3,292","2,207","1,785",422,False,False,False,False,False,False
315,7,7/25/2015,"1,819","1,229","1,016",213,False,True,False,False,False,False
316,1,7/26/2015,"2,068","1,562","1,286",276,False,False,True,False,False,False
317,2,7/27/2015,"3,991","2,805","2,243",562,True,False,False,False,False,False
318,3,7/28/2015,"4,073","2,862","2,361",501,False,False,False,False,True,False
319,4,7/29/2015,"4,069","2,825","2,324",501,False,False,False,False,False,True
320,5,7/30/2015,"3,716","2,629","2,126",503,False,False,False,True,False,False
321,6,7/31/2015,"3,380","2,120","1,709",411,False,False,False,False,False,False
322,7,8/1/2015,"1,737","1,197",958,239,False,True,False,False,False,False
323,1,8/2/2015,"2,181","1,567","1,282",285,False,False,True,False,False,False
324,2,8/3/2015,"3,973","2,794","2,263",531,True,False,False,False,False,False
325,3,8/4/2015,"3,997","2,794","2,269",525,False,False,False,False,True,False
326,4,8/5/2015,"4,132","2,798","2,287",511,False,False,False,False,False,True
327,5,8/6/2015,"3,791","2,693","2,204",489,False,False,False,True,False,False
328,6,8/7/2015,"2,968","2,139","1,738",401,False,False,False,False,False,False
329,7,8/8/2015,"1,752","1,266","1,021",245,False,True,False,False,False,False
330,1,8/9/2015,"2,070","1,497","1,231",266,False,False,True,False,False,False
331,2,8/10/2015,"3,920","2,684","2,139",545,True,False,False,False,False,False
332,3,8/11/2015,"4,106","2,791","2,266",525,False,False,False,False,True,False
333,4,8/12/2015,"4,006","2,726","2,166",560,False,False,False,False,False,True
334,5,8/13/2015,"3,827","2,639","2,133",506,False,False,False,True,False,False
335,6,8/14/2015,"2,944","1,973","1,564",409,False,False,False,False,False,False
336,7,8/15/2015,"1,827","1,193",954,239,False,True,False,False,False,False
337,1,8/16/2015,"2,373","1,658","1,369",289,False,False,True,False,False,False
338,2,8/17/2015,"4,031","2,763","2,290",473,True,False,False,False,False,False
339,3,8/18/2015,"4,027","2,780","2,248",532,False,False,False,False,True,False
340,4,8/19/2015,"3,912","2,795","2,291",504,False,False,False,False,False,True
341,5,8/20/2015,"3,867","2,715","2,191",524,False,False,False,True,False,False
342,6,8/21/2015,"3,304","2,238","1,806",432,False,False,False,False,False,False
343,7,8/22/2015,"1,685","1,208","1,011",197,False,True,False,False,False,False
344,1,8/23/2015,"2,130","1,542","1,282",260,False,False,True,False,False,False
345,2,8/24/2015,"3,936","2,697","2,182",515,True,False,False,False,False,False
346,3,8/25/2015,"4,029","2,744","2,203",541,False,False,False,False,True,False
347,4,8/26/2015,"4,010","2,789","2,237",552,False,False,False,False,False,True
348,5,8/27/2015,"4,027","2,890","2,392",498,False,False,False,True,False,False
349,6,8/28/2015,"2,829","2,000","1,585",415,False,False,False,False,False,False
350,7,8/29/2015,"1,736","1,227","1,023",204,False,True,False,False,False,False
351,1,8/30/2015,"2,517","1,686","1,416",270,False,False,True,False,False,False
352,2,8/31/2015,"4,029","2,769","2,299",470,True,False,False,False,False,False
353,3,9/1/2015,"4,261","2,890","2,358",532,False,False,False,False,True,False
354,4,9/2/2015,"4,058","2,923","2,442",481,False,False,False,False,False,True
355,5,9/3/2015,"4,392","3,007","2,466",541,False,False,False,True,False,False
356,6,9/4/2015,"3,072","2,221","1,846",375,False,False,False,False,False,False
357,7,9/5/2015,"1,799","1,284","1,068",216,False,True,False,False,False,False
358,1,9/6/2015,"2,341","1,611","1,345",266,False,False,True,False,False,False
359,2,9/7/2015,"3,330","2,354","1,963",391,True,False,False,False,False,False
360,3,9/8/2015,"4,734","3,381","2,833",548,False,False,False,False,True,False
361,4,9/9/2015,"4,801","3,381","2,845",536,False,False,False,False,False,True
362,5,9/10/2015,"4,399","3,079","2,575",504,False,False,False,True,False,False
363,6,9/11/2015,"3,275","2,375","1,958",417,False,False,False,False,False,False
364,7,9/12/2015,"2,042","1,429","1,223",206,False,True,False,False,False,False
365,1,9/13/2015,"2,827","2,103","1,844",259,False,False,True,False,False,False
366,2,9/14/2015,"4,836","3,437","2,954",483,True,False,False,False,False,False
367,3,9/15/2015,"4,840","3,465","2,944",521,False,False,False,False,True,False
