code,title,section,class,subclass,group,main_group
184150,20829,6,5.0,1,2219.0,1195.0
182453,149839,6,3.0,7,1.0,406.0
156412,42304,5,16.0,10,49.0,2.0
106048,54035,2,9.0,5,5.0,0.0
95097,90686,2,7.0,2,45.0,63.0
126438,113768,3,5.0,1,49.0,4.0
27238,127604,0,63.0,1,59.0,55.0
154554,144824,5,16.0,7,61.0,276.0
197613,175259,6,6.0,18,10.0,225.0
23222,95956,0,61.0,10,9.0,13.0
98813,174919,2,7.0,9,14.0,622.0
161674,216170,5,24.0,5,3.0,1423.0
254743,38416,8,10.0,17,29.0,4959.0
147097,177729,5,4.0,3,27.0,6.0
125750,99977,3,3.0,8,1.0,10.0
247448,26863,8,10.0,16,30.0,2.0
113038,14103,2,12.0,12,2750.0,14044.0
20168,126228,0,61.0,7,23.0,4.0
30965,129844,1,1.0,3,24.0,34.0
246077,81761,8,10.0,16,192.0,2.0
156853,78820,5,16.0,12,2230.0,10.0
87821,14154,2,1.0,6,3.0,5.0
175821,156253,6,1.0,16,1.0,751.0
200702,47117,6,10.0,3,9.0,8.0
204122,70054,6,11.0,2,2207.0,107.0
131101,87249,4,1.0,7,5.0,7.0
195980,121516,6,6.0,9,15.0,2.0
13962,209453,0,61.0,1,2017.0,3445.0
54270,174217,1,29.0,2,70.0,443.0
259895,14645,8,10.0,17,83.0,5742.0
58951,31837,1,41.0,8,11.0,6.0
209883,15794,7,1.0,8,2237.0,141.0
241610,36464,7,4.0,19,36.0,0.0
208450,109233,7,1.0,7,50.0,60.0
175973,138052,6,1.0,16,13.0,872.0
204869,13356,6,21.0,2,3.0,64.0
59646,47414,1,41.0,8,29.0,4.0
72702,22656,1,63.0,1,2241.0,2.0
210795,47923,7,1.0,8,37.0,20.0
212716,95629,7,1.0,10,2224.0,2372.0
61001,94687,1,42.0,5,13.0,40.0
163814,150753,5,25.0,8,3.0,4563.0
200048,193310,6,9.0,5,3.0,364.0
253863,98513,8,10.0,17,24.0,45204.0
81172,114034,1,65.0,7,2301.0,4316.0
59586,92236,1,41.0,8,23.0,6.0
260021,59254,8,10.0,17,83.0,6641.0
108212,34393,2,10.0,6,2400.0,6.0
92491,82045,2,7.0,1,63.0,4.0
236086,145893,7,4.0,10,65.0,1096.0
39521,19965,1,21.0,1,43.0,2.0
87348,148794,2,1.0,2,1.0,452.0
257990,38639,8,10.0,17,442.0,663.0
7884,163858,0,44.0,2,9.0,92.0
191931,8416,6,5.0,1,2219.0,50165.0
183605,190818,6,4.0,3,7.0,1271.0
96943,86047,2,7.0,3,301.0,26.0
163592,43737,5,25.0,8,2235.0,6.0
35175,9519,1,1.0,8,2531.0,216.0
252568,72013,8,10.0,17,156.0,1357.0
209818,130371,7,1.0,8,2237.0,455.0
24647,145410,0,61.0,11,25.0,119.0
252314,78437,8,10.0,17,137.0,8774.0
123093,121062,2,23.0,2,16.0,511.0
163712,202376,5,25.0,8,3.0,257.0
178726,48851,6,2.0,1,7.0,188.0
184610,57216,6,5.0,1,2219.0,21.0
75652,132968,1,65.0,2,9.0,2252.0
1921,142536,0,1.0,9,13.0,3.0
244280,183277,7,5.0,9,9.0,9.0
37417,154045,1,5.0,1,11.0,3059.0
188936,61460,6,5.0,1,2219.0,37399.0
44333,178322,1,23.0,9,11.0,115.0
254128,32374,8,10.0,17,279.0,1283.0
79723,56814,1,65.0,6,2812.0,2207.0
188902,36686,6,5.0,1,2219.0,37362.0
156285,212118,5,16.0,10,37.0,121.0
212672,32184,7,1.0,10,2224.0,2135.0
122572,3612,2,22.0,2,27.0,4.0
175099,97808,6,1.0,15,25.0,6.0
228960,115056,7,3.0,5,2203.0,45348.0
80527,104659,1,65.0,6,69.0,24.0
249226,53021,8,10.0,16,505.0,806.0
173998,41788,6,1.0,12,33.0,0.0
73055,13334,1,63.0,2,1.0,10.0
1813,155362,0,1.0,8,5.0,41.0
101614,81819,2,8.0,6,18.0,81.0
64641,180713,1,60.0,8,5.0,423.0
113660,52908,2,12.0,12,2770.0,10022.0
102732,55100,2,8.0,8,2203.0,12.0
180971,145534,6,3.0,5,7.0,2037.0
97753,21460,2,7.0,5,5.0,5.0
244731,7366,8,10.0,16,106.0,7.0
26324,187249,0,63.0,1,2069.0,8.0
26601,186007,0,63.0,1,22.0,235.0
188310,45697,6,5.0,1,2219.0,36297.0
95046,110333,2,7.0,2,45.0,29.0
235386,157158,7,4.0,10,41.0,50.0
206422,137156,7,1.0,5,7.0,204.0
44806,219433,1,23.0,9,35.0,3601.0
186598,26995,6,5.0,1,2219.0,32256.0
189506,46876,6,5.0,1,2219.0,39397.0
209154,78185,7,1.0,8,17.0,50.0
43830,176659,1,23.0,5,1.0,83.0
970,159747,0,1.0,3,78.0,1028.0
153020,203804,5,16.0,5,9.0,3482.0
201621,121396,6,10.0,9,9.0,122.0
118097,57974,2,12.0,20,204.0,1078.0
172372,24889,6,1.0,12,2223.0,10.0
164131,214018,5,26.0,1,23.0,28.0
125455,85866,3,3.0,3,15.0,0.0
65207,36653,1,60.0,9,2370.0,158.0
48908,170644,1,28.0,1,13.0,295.0
28188,167640,0,63.0,5,2003.0,794.0
39770,79036,1,21.0,2,47.0,32.0
210943,156669,7,1.0,8,37.0,32899.0
152606,216084,5,16.0,5,15.0,1205.0
258005,52625,8,10.0,17,442.0,679.0
149403,77512,5,15.0,1,2211.0,66.0
75302,8171,1,65.0,1,61.0,0.0
230188,211101,7,3.0,7,9.0,95.0
232096,149751,7,3.0,11,13.0,6533.0
107267,132324,2,9.0,9,2003.0,1065.0
222159,57325,7,1.0,11,10.0,6572.0
117058,63577,2,12.0,20,114.0,11003.0
127698,96162,3,6.0,11,13.0,385.0
172656,121184,6,1.0,12,23.0,5.0
48610,109326,1,27.0,9,3.0,42.0
150568,5205,5,16.0,2,2322.0,0.0
62742,175060,1,60.0,2,2015.0,65.0
68740,161123,1,60.0,17,8.0,505.0
155734,24740,5,16.0,9,7.0,0.0
91400,184608,2,4.0,1,35.0,2633.0
77092,110053,1,65.0,3,2583.0,468.0
175050,154606,6,1.0,15,21.0,1275.0
53590,165650,1,29.0,2,66.0,326.0
118917,86258,2,12.0,20,207.0,11023.0
30168,76113,1,1.0,3,2239.0,471.0
8550,105261,0,45.0,3,4.0,12.0
45995,99713,1,24.0,1,21.0,16.0
33907,111364,1,1.0,8,2208.0,61.0
223570,159053,7,1.0,14,21.0,65.0
104844,96137,2,9.0,1,44.0,10.0
205747,160825,7,1.0,2,17.0,6506.0
217079,8915,7,1.0,10,2224.0,80599.0
257207,31009,8,10.0,17,428.0,249936.0
140291,148658,5,1.0,10,2001.0,3521.0
219956,163609,7,1.0,10,29.0,66166.0
184441,25799,6,5.0,1,2219.0,14098.0
21008,77916,0,61.0,9,31.0,65.0
183921,119676,6,5.0,1,19.0,6.0
190916,50764,6,5.0,1,2219.0,42271.0
230169,52853,7,3.0,7,9.0,0.0
138579,39168,4,21.0,1,43.0,1185.0
160088,121431,5,23.0,9,2203.0,201.0
190860,70232,6,5.0,1,2219.0,42208.0
41370,78135,1,22.0,5,1.0,142.0
13607,185403,0,61.0,1,2017.0,836.0
144739,65529,5,2.0,12,2200.0,66.0
102623,110223,2,8.0,6,8.0,6.0
205596,154993,7,1.0,1,7.0,228.0
227827,121823,7,2.0,13,9.0,30.0
80766,106746,1,65.0,7,23.0,195.0
73821,95478,1,64.0,2,13.0,10.0
109497,96041,2,10.0,11,143.0,6.0
52139,150383,1,29.0,2,45.0,1625.0
61,126640,0,1.0,1,19.0,8.0
81872,124324,1,65.0,7,2404.0,31.0
24679,219829,0,61.0,11,25.0,9016.0
256353,79171,8,10.0,17,408.0,70.0
884,28426,0,1.0,3,61.0,0.0
250415,54773,8,10.0,16,715.0,962.0
206437,93667,7,1.0,6,11.0,24.0
104422,58171,2,9.0,1,11.0,8.0
204810,47993,6,21.0,2,3.0,12.0
226998,185838,7,2.0,11,1.0,845.0
150870,154428,5,16.0,2,33.0,306.0
5398,46427,0,23.0,18,2250.0,6416.0
139218,131455,4,21.0,3,9.0,678.0
38140,166335,1,5.0,2,5.0,7.0
19366,219170,0,61.0,6,11.0,1.0
95650,68302,2,7.0,2,59.0,147.0
36168,35457,1,1.0,10,2300.0,28.0
128480,13187,3,6.0,13,3.0,46.0
139556,88114,5,1.0,1,31.0,36.0
128202,171207,3,6.0,12,7.0,89.0
91143,110644,2,4.0,1,2237.0,706.0
245831,107352,8,10.0,16,165.0,412.0
109818,118861,2,10.0,11,2207.0,1415.0
50783,144417,1,29.0,2,2049.0,129.0
156148,223078,5,16.0,10,3.0,1083.0
97948,205207,2,7.0,5,9.0,3258.0
189948,45398,6,5.0,1,2219.0,40308.0
96260,106035,2,7.0,3,213.0,85.0
25281,187752,0,61.0,12,1.0,3604.0
15426,179517,0,61.0,1,5.0,483.0
158884,130646,5,22.0,1,7.0,2.0
89837,95655,2,3.0,2,2217.0,47.0
173993,189683,6,1.0,12,31.0,225.0
139253,148980,4,21.0,3,9.0,124.0
101987,105317,2,8.0,6,59.0,26.0
240486,51744,7,4.0,14,2213.0,52.0
13630,193777,0,61.0,1,2017.0,938.0
67807,215218,1,60.0,15,25.0,241.0
124844,73440,3,1.0,7,1.0,11.0
143320,199591,5,2.0,9,1.0,1292.0
37469,101671,1,5.0,1,12.0,14.0
224320,188346,7,1.0,15,4.0,182.0
218674,13959,7,1.0,10,2224.0,85911.0
253615,74890,8,10.0,17,24.0,38.0
103969,57268,2,8.0,10,2207.0,10.0
47747,153404,1,26.0,1,19.0,3893.0
160283,95576,5,23.0,12,1.0,4.0
11734,104705,0,47.0,8,42.0,22.0
220433,297,7,1.0,10,2924.0,443.0
228246,210131,7,3.0,3,1.0,2236.0
96133,127968,2,7.0,3,209.0,78.0
161906,19301,5,24.0,7,15.0,39.0
55899,147480,1,29.0,10,2031.0,3082.0
109095,33665,2,10.0,10,2290.0,0.0
242723,172825,7,5.0,6,2.0,1.0
226752,152932,7,2.0,9,37.0,125.0
77304,121812,1,65.0,3,33.0,24.0
226650,93724,7,2.0,9,23.0,40.0
223314,151807,7,1.0,14,1.0,103.0
166359,2690,5,41.0,2,23.0,14.0
12604,147701,0,47.0,10,9.0,427.0
254025,128184,8,10.0,17,24.0,4618.0
16527,205050,0,61.0,5,13.0,49014.0
54412,177948,1,29.0,3,11.0,336.0
248306,60556,8,10.0,16,425.0,12.0
18384,158720,0,61.0,5,2013.0,4708.0
181998,115516,6,3.0,6,2215.0,2019.0
128340,168279,3,6.0,13,1.0,65168.0
50990,173729,1,29.0,2,2049.0,6638.0
62224,143360,1,60.0,1,3.0,85.0
58313,177302,1,41.0,2,1.0,105.0
66627,141739,1,60.0,14,1.0,88.0
215178,66640,7,1.0,10,2224.0,37673.0
186501,29109,6,5.0,1,2219.0,32148.0
190514,19437,6,5.0,1,2219.0,41306.0
212441,213853,7,1.0,10,21.0,76294.0
2320,148268,0,1.0,9,89.0,1082.0
91395,113725,2,4.0,1,35.0,22.0
163671,91978,5,25.0,8,2270.0,908.0
163787,210369,5,25.0,8,3.0,44.0
249981,64301,8,10.0,16,585.0,951.0
127992,41079,3,6.0,12,2209.0,25.0
221081,77557,7,1.0,10,2924.0,20108.0
136460,129304,4,5.0,3,3.0,18.0
131150,223200,4,2.0,1,15.0,814.0
7777,70259,0,44.0,2,17.0,4.0
75977,111158,1,65.0,3,2251.0,5.0
201204,31285,6,10.0,7,2250.0,95.0
232662,57728,7,4.0,1,10.0,548.0
36014,201140,1,1.0,8,8.0,85.0
137684,199664,4,6.0,1,3.0,645.0
125218,212279,3,2.0,6,3.0,362.0
86691,74175,2,1.0,1,2203.0,1604.0
99026,173735,2,7.0,9,16.0,4208.0
128727,94893,3,7.0,1,2201.0,2032.0
166525,209993,5,41.0,6,3.0,2616.0
174293,149020,6,1.0,12,33.0,5764.0
195536,123040,6,6.0,5,8.0,656.0
231022,179603,7,3.0,9,2005.0,84.0
226220,107955,7,2.0,8,50.0,90.0
157737,212822,5,21.0,9,5.0,26.0
171164,154547,6,1.0,12,2021.0,3155.0
114507,82493,2,12.0,12,2795.0,10132.0
247086,85684,8,10.0,16,269.0,906.0
63731,2863,1,60.0,6,2300.0,16.0
228963,115053,7,3.0,5,2203.0,45354.0
207503,86721,7,1.0,7,2217.0,48.0
108299,86420,2,10.0,6,35.0,14.0
53227,181664,1,29.0,2,65.0,3404.0
182789,71290,6,3.0,7,2260.0,16.0
168570,212073,6,1.0,5,1.0,785.0
28443,202401,0,63.0,5,2009.0,428.0
17986,216397,0,61.0,5,2007.0,255.0
190309,8584,6,5.0,1,2219.0,41078.0
133760,205271,4,4.0,3,3.0,3606.0
88989,47767,2,3.0,1,2225.0,2.0
26668,128598,0,63.0,1,2213.0,1.0
141619,208802,5,2.0,1,2075.0,1852.0
70340,18994,1,61.0,6,3.0,14.0
64143,191206,1,60.0,7,1.0,285.0
84834,127068,1,67.0,1,7.0,10.0
45061,196476,1,23.0,13,15.0,5.0
249269,40480,8,10.0,16,505.0,849.0
125716,98273,3,3.0,3,51.0,12.0
108588,130476,2,10.0,7,7.0,2.0
236528,173454,7,4.0,11,1.0,6075.0
182691,4212,6,3.0,7,2223.0,21.0
46090,198216,1,24.0,1,3.0,363.0
152625,144996,5,16.0,5,15.0,12326.0
95637,96617,2,7.0,2,57.0,74.0
189379,77297,6,5.0,1,2219.0,39256.0
78392,56325,1,65.0,3,77.0,0.0
120007,52248,2,12.0,20,305.0,1056.0
240710,83781,7,4.0,14,2213.0,13399.0
151156,124744,5,16.0,3,11.0,10.0
244021,151648,7,5.0,9,5.0,252.0
39697,223520,1,21.0,2,37.0,108.0
32949,129576,1,1.0,5,27.0,75.0
230335,154301,7,3.0,7,9.0,14517.0
113732,14103,2,12.0,12,2770.0,16044.0
220974,123531,7,1.0,10,2924.0,16176.0
204590,38483,6,21.0,1,1.0,1.0
32541,180980,1,1.0,5,23.0,511.0
220493,76975,7,1.0,10,2924.0,4953.0
176769,164608,6,1.0,17,1.0,2018.0
164618,93920,5,27.0,3,1.0,4.0
198329,17597,6,7.0,2,2209.0,10.0
229468,139924,7,3.0,5,3.0,45834.0
8554,12794,0,45.0,3,40.0,0.0
204963,165169,6,21.0,5,1.0,26.0
216322,106320,7,1.0,10,2224.0,75744.0
86127,153421,1,82.0,1,3.0,38.0
136056,8899,4,5.0,2,17.0,40.0
131403,119432,4,2.0,3,2250.0,38.0
90121,24546,2,4.0,1,11.0,28.0
102936,103235,2,8.0,8,2351.0,4.0
199448,144568,6,9.0,1,15.0,2.0
250722,73669,8,10.0,16,901.0,43.0
179532,69587,6,2.0,5,2203.0,70.0
102339,96068,2,8.0,6,65.0,332.0
113557,82585,2,12.0,12,2760.0,18831.0
105702,124879,2,9.0,3,125.0,10.0
90134,214903,2,4.0,1,11.0,262.0
87460,63419,2,1.0,3,3.0,14.0
90728,17261,2,4.0,1,2111.0,56.0
256042,78437,8,10.0,17,403.0,7067.0
252854,38180,8,10.0,17,16.0,53615.0
21066,37360,0,61.0,9,31.0,727.0
148678,48551,5,5.0,3,2270.0,331.0
121125,41686,2,12.0,20,505.0,0.0
162172,194773,5,24.0,16,2023.0,86.0
39988,196419,1,21.0,3,35.0,8.0
107885,141247,2,10.0,1,33.0,6.0
153602,199606,5,16.0,7,2059.0,467.0
11584,191264,0,47.0,8,36.0,2438.0
214979,86189,7,1.0,10,2224.0,3717.0
218007,119462,7,1.0,10,2224.0,8389.0
71943,36856,1,62.0,8,6.0,2.0
9766,143823,0,47.0,1,88.0,941.0
241830,105763,7,4.0,19,52.0,44.0
139828,16279,5,1.0,3,15.0,12.0
220575,88384,7,1.0,10,2924.0,569.0
3438,84199,0,22.0,2,25.0,2.0
135525,126564,4,5.0,1,35.0,14.0
123164,171007,2,23.0,2,18.0,1653.0
39436,18982,1,21.0,1,37.0,0.0
198614,124226,6,7.0,5,13.0,10.0
215463,39301,7,1.0,10,2224.0,43823.0
146911,71196,5,4.0,2,29.0,6.0
173269,42378,6,1.0,12,2410.0,6.0
153125,124167,5,16.0,6,13.0,16.0
158968,67307,5,22.0,3,7.0,6.0
65823,100509,1,60.0,10,58.0,30.0
250515,21428,8,10.0,16,8.0,13.0
89161,80753,2,3.0,1,33.0,95.0
65963,202060,1,60.0,12,2.0,742.0
233228,211316,7,4.0,1,7.0,2625.0
225606,142596,7,2.0,6,1.0,1292.0
82821,75975,1,65.0,7,2701.0,19404.0
118397,7374,2,12.0,20,205.0,1035.0
59305,138801,1,41.0,8,2.0,1707.0
60179,101593,1,41.0,10,39.0,8.0
167780,48238,6,1.0,2,1.0,0.0
47787,139536,1,26.0,1,21.0,4043.0
175068,133364,6,1.0,15,22.0,68.0
244883,30740,8,10.0,16,122.0,7.0
34161,107675,1,1.0,8,2219.0,308.0
87158,134686,2,1.0,1,33.0,28.0
10882,38440,0,47.0,6,2200.0,6.0
160944,167813,5,24.0,2,7.0,105.0
171782,147702,6,1.0,12,2035.0,486.0
204742,6563,6,21.0,2,19.0,0.0
119867,49680,2,12.0,20,304.0,24003.0
19323,223292,0,61.0,5,9.0,67.0
43652,68333,1,23.0,3,53.0,10.0
53622,177856,1,29.0,2,66.0,4322.0
65190,40822,1,60.0,9,2370.0,149.0
211856,147099,7,1.0,10,21.0,2612.0
259890,14641,8,10.0,17,83.0,5696.0
212329,180585,7,1.0,10,21.0,67373.0
155073,215811,5,16.0,9,1.0,482.0
80119,223259,1,65.0,6,47.0,5118.0
131946,124182,4,2.0,5,5.0,10.0
181604,59406,6,3.0,6,2215.0,113.0
187526,4175,6,5.0,1,2219.0,35016.0
202542,184733,6,11.0,1,2007.0,25708.0
22533,158103,0,61.0,9,9.0,1617.0
22652,119756,0,61.0,10,12.0,8.0
154590,124253,5,16.0,7,61.0,36.0
144142,180775,5,2.0,11,35.0,1047.0
258363,26562,8,10.0,17,70.0,5885.0
167450,107702,6,1.0,1,21.0,14.0
141228,149640,5,1.0,12,3.0,835.0
61880,180759,1,60.0,1,21.0,64.0
151801,79419,5,16.0,3,2500.0,50287.0
102178,180876,2,8.0,6,63.0,785.0
88637,182321,2,2.0,5,5.0,125.0
204168,65079,6,11.0,2,2211.0,5634.0
174684,67789,6,1.0,14,,
32350,161237,1,1.0,5,23.0,22.0
248603,68143,8,10.0,16,435.0,879.0
173872,110191,6,1.0,12,30.0,34.0
18612,192336,0,61.0,5,2013.0,530437.0
2863,96755,0,1.0,12,47.0,48.0
258007,73822,8,10.0,17,442.0,681.0
135183,220758,4,5.0,1,17.0,58.0
244053,220101,7,5.0,9,7.0,1007.0
51808,30837,1,29.0,2,41.0,36.0
217314,119054,7,1.0,10,2224.0,81224.0
206488,125922,7,1.0,6,2.0,16.0
164867,132291,5,27.0,3,2019.0,43.0
242774,207145,7,5.0,7,1.0,2481.0
147655,34990,5,5.0,1,2240.0,63.0
214962,117350,7,1.0,10,2224.0,37117.0
159990,90269,5,23.0,8,2217.0,10.0
2161,64463,0,1.0,9,67.0,0.0
195186,5598,6,6.0,5,30.0,13.0
95065,109516,2,7.0,2,45.0,43.0
4844,13455,0,23.0,10,7.0,0.0
132126,105749,4,3.0,1,3.0,11.0
113178,83806,2,12.0,12,2760.0,12023.0
154892,95446,5,16.0,8,15.0,3256.0
142204,66372,5,2.0,2,7.0,262.0
86604,39586,2,1.0,1,2203.0,41.0
248039,128793,8,10.0,16,411.0,999.0
185832,18067,6,5.0,1,2219.0,25451.0
43324,170101,1,23.0,3,13.0,5.0
168595,40195,6,1.0,5,1.0,86.0
216860,35998,7,1.0,10,2224.0,79754.0
60834,221195,1,42.0,3,15.0,47.0
223123,167916,7,1.0,13,1.0,127.0
122990,198351,2,23.0,2,16.0,408.0
195669,212444,6,6.0,5,9.0,3867.0
37879,174040,1,5.0,1,7.0,2456.0
14580,11023,0,61.0,1,2560.0,468.0
121048,57973,2,12.0,20,504.0,2007.0
125380,83500,3,3.0,2,3.0,16.0
241863,122278,7,4.0,19,60.0,4.0
23584,220610,0,61.0,11,15.0,41.0
8787,133458,0,46.0,1,11.0,79.0
26152,118487,0,62.0,3,3.0,15.0
40079,142640,1,21.0,3,43.0,285.0
232315,137769,7,3.0,11,7.0,4062.0
39992,51504,1,21.0,3,37.0,4.0
161569,27630,5,24.0,5,2110.0,80.0
164723,202494,5,27.0,3,2003.0,19.0
167818,47702,6,1.0,2,15.0,2.0
233061,199702,7,4.0,1,7.0,615.0
111058,112544,2,12.0,2,7.0,47.0
196737,197384,6,6.0,12,3.0,82.0
182653,10832,6,3.0,7,2222.0,14.0
78927,151448,1,65.0,3,9.0,34.0
207806,22146,7,1.0,7,2239.0,12.0
240702,68311,7,4.0,14,2213.0,13388.0
225333,216714,7,1.0,16,5.0,3434.0
112793,49475,2,12.0,12,2740.0,10051.0
260054,54155,8,10.0,17,83.0,693.0
74626,133705,1,64.0,5,1.0,368.0
42431,100830,1,23.0,1,29.0,20.0
256121,107049,8,10.0,17,407.0,1906.0
175596,162347,6,1.0,15,33.0,3614.0
59355,88166,1,41.0,8,2.0,225.0
130049,161168,3,21.0,7,5.0,2607.0
99396,151241,2,8.0,1,37.0,66.0
183267,84892,6,4.0,2,1.0,0.0
221801,213551,7,1.0,10,51.0,4.0
33986,25448,1,1.0,8,2208.0,761.0
105989,221938,2,9.0,3,5.0,4403.0
238421,62223,7,4.0,12,1.0,56.0
109281,45788,2,10.0,11,107.0,30.0
245816,106941,8,10.0,16,165.0,397.0
173211,78886,6,1.0,12,2333.0,9726.0
31290,74308,1,1.0,3,3.0,38.0
223643,128124,7,1.0,14,3.0,40.0
192470,82854,6,5.0,3,2201.0,215.0
65278,50336,1,60.0,9,2370.0,573.0
62333,118046,1,60.0,1,37.0,2.0
20592,30085,0,61.0,9,2236.0,37.0
169430,143740,6,1.0,8,2003.0,262.0
194737,40029,6,6.0,5,2213.0,0.0
42521,141976,1,23.0,1,31.0,1215.0
118197,45141,2,12.0,20,204.0,119.0
238131,188323,7,4.0,12,1.0,2384.0
239165,188043,7,4.0,12,21.0,4884.0
198578,207074,6,7.0,5,11.0,1657.0
90760,136657,2,4.0,1,22.0,8.0
210277,93995,7,1.0,8,2329.0,4656.0
190786,11088,6,5.0,1,2219.0,42126.0
5330,77244,0,23.0,18,2250.0,5082.0
39612,46359,1,21.0,2,23.0,16.0
171859,106136,6,1.0,12,21.0,3559.0
230170,149908,7,3.0,7,9.0,4.0
60609,100974,1,41.0,13,2215.0,55.0
19981,58791,0,61.0,7,2201.0,1472.0
192368,35432,6,5.0,3,13.0,66.0
30707,23327,1,1.0,3,2311.0,0.0
95576,24787,2,7.0,2,55.0,2.0
75187,89146,1,65.0,1,47.0,4.0
171918,97712,6,1.0,12,21.0,66.0
165275,148824,5,28.0,3,2020.0,6.0
238788,205809,7,4.0,12,2013.0,405.0
48363,207694,1,27.0,1,5.0,203.0
222304,110817,7,1.0,11,4.0,10.0
151276,149580,5,16.0,3,2025.0,81.0
2109,218618,0,1.0,9,5.0,258.0
145552,162137,5,4.0,1,1.0,5.0
60727,90273,1,42.0,1,5.0,8.0
76192,52466,1,65.0,3,2501.0,24178.0
205547,158779,7,1.0,1,7.0,846.0
27400,154723,0,63.0,1,69.0,36211.0
216359,82851,7,1.0,10,2224.0,76102.0
21117,58038,0,61.0,9,33.0,42.0
61245,220952,1,43.0,9,29.0,3.0
212203,40753,7,1.0,10,21.0,471.0
219839,107359,7,1.0,10,29.0,221.0
189858,26970,6,5.0,1,2219.0,40208.0
62171,66096,1,60.0,1,2900.0,313.0
82537,105381,1,65.0,7,2555.0,12.0
84114,162047,1,66.0,1,9.0,83.0
130846,111166,4,1.0,3,2.0,2.0
114705,113409,2,12.0,12,2795.0,18152.0
91309,207069,2,4.0,1,28.0,344.0
203511,15295,6,11.0,1,5.0,851.0
225999,73982,7,2.0,7,7.0,30.0
205896,218668,7,1.0,5,1.0,579.0
56239,132904,1,30.0,1,11.0,8.0
130378,127460,4,1.0,1,7.0,14.0
121934,90202,2,21.0,3,7.0,12.0
17380,195632,0,61.0,5,2002.0,30797.0
36768,126182,1,2.0,2,7.0,6.0
200027,151644,6,9.0,5,3.0,288.0
217970,80841,7,1.0,10,2224.0,83784.0
231306,92512,7,3.0,9,3.0,335.0
118771,53790,2,12.0,20,207.0,7.0
68377,99518,1,60.0,17,15.0,56.0
117601,279,2,12.0,20,201.0,1119.0
45867,213778,1,23.0,14,7.0,1463.0
173341,110507,6,1.0,12,25.0,4.0
116977,44154,2,12.0,20,113.0,11012.0
187230,84936,6,5.0,1,2219.0,34183.0
161653,194984,5,24.0,5,3.0,1.0
247656,10150,8,10.0,16,366.0,60.0
19087,15381,0,61.0,5,2310.0,862.0
213541,107780,7,1.0,10,2224.0,11831.0
116438,63610,2,12.0,20,102.0,5001.0
4068,93897,0,23.0,6,1.0,36.0
244565,39472,8,2.0,17,10.0,12.0
29673,153042,1,1.0,3,1.0,76.0
3441,85738,0,22.0,2,25.0,6.0
71096,149780,1,62.0,1,5.0,96.0
16905,9732,0,61.0,5,2.0,72.0
4140,156081,0,23.0,6,3.0,82.0
231641,176476,7,3.0,11,1.0,646.0
51861,134529,1,29.0,2,43.0,3642.0
55732,112581,1,29.0,9,2995.0,74.0
246129,44995,8,10.0,16,2.0,919.0
236216,167866,7,4.0,10,69.0,10.0
127348,91378,3,6.0,5,71.0,12.0
216498,47536,7,1.0,10,2224.0,77151.0
194979,214561,6,6.0,5,3.0,445.0
74417,221507,1,64.0,3,2013.0,696.0
175473,123041,6,1.0,15,31.0,59.0
25181,171452,0,61.0,12,1.0,408.0
40777,185173,1,22.0,2,1.0,186.0
161872,32228,5,24.0,7,15.0,238.0
148005,53175,5,5.0,1,2280.0,104.0
135898,112316,4,5.0,1,81.0,16.0
223848,66194,7,1.0,15,13.0,8.0
140050,204422,5,1.0,9,23.0,62.0
133059,141697,4,4.0,1,2002.0,202.0
17662,186667,0,61.0,5,2002.0,5013.0
37974,119269,1,5.0,2,1.0,14.0
30712,77510,1,1.0,3,2311.0,10.0
106831,136762,2,9.0,9,11.0,611.0
130419,101098,4,1.0,1,9.0,56.0
87769,169992,2,1.0,6,23.0,3.0
185745,60662,6,5.0,1,2219.0,25354.0
128610,177508,3,6.0,13,5.0,2088.0
31743,164121,1,1.0,3,5.0,24.0
138831,49963,4,21.0,2,27.0,20.0
13744,222131,0,61.0,1,2017.0,725.0
238322,173093,7,4.0,12,1.0,33361.0
98940,191621,2,7.0,9,16.0,1239.0
153094,128073,5,16.0,6,11.0,2.0
58630,176923,1,41.0,5,23.0,459.0
46039,207683,1,24.0,1,27.0,666.0
237772,198610,7,4.0,12,1.0,7.0
125474,129452,3,3.0,3,15.0,41.0
54413,193144,1,29.0,3,11.0,346.0
236232,166912,7,4.0,10,69.0,26.0
1847,164069,0,1.0,9,1.0,41.0
136644,101285,4,5.0,5,15.0,608.0
161436,218448,5,24.0,5,13.0,236.0
194060,143345,6,6.0,5,17.0,141.0
89928,150476,2,3.0,2,25.0,1035.0
117025,899,2,12.0,20,113.0,11064.0
94661,50913,2,7.0,2,33.0,34.0
177455,191164,6,2.0,1,19.0,9.0
21237,7572,0,61.0,9,36.0,28.0
58256,61884,1,41.0,1,27.0,41.0
126033,124787,3,4.0,1,9.0,28.0
92393,33912,2,6.0,2,5.0,0.0
18413,181996,0,61.0,5,2013.0,49068.0
74245,27246,1,64.0,3,,
197728,222783,6,6.0,18,10.0,987.0
2894,3824,0,1.0,12,59.0,6.0
43766,110215,1,23.0,3,7.0,2.0
58426,67987,1,41.0,5,1.0,60.0
115154,209372,2,12.0,12,9.0,6462.0
246495,12632,8,10.0,16,224.0,935.0
218278,9826,7,1.0,10,2224.0,84713.0
169146,24516,6,1.0,6,23.0,46.0
23828,177486,0,61.0,11,2005.0,244.0
164425,152248,5,27.0,1,2014.0,843.0
