code,title,section,class,subclass,group,main_group
547,152085,0,1.0,3,2034.0,645.0
160569,222303,5,23.0,14,2.0,285.0
43358,45583,1,23.0,3,21.0,0.0
187782,54342,6,5.0,1,2219.0,35301.0
194918,161655,6,6.0,5,3.0,238.0
234426,133193,7,4.0,10,2027.0,18.0
145137,176752,5,3.0,2,1.0,454.0
245154,57894,8,10.0,16,148.0,119.0
47605,182029,1,25.0,8,9.0,1095.0
118132,40246,2,12.0,20,204.0,1121.0
196763,120486,6,6.0,12,7.0,2.0
41698,177753,1,22.0,5,3.0,225.0
126219,178479,3,4.0,7,1.0,565.0
186084,3508,6,5.0,1,2219.0,31172.0
78180,132867,1,65.0,3,63.0,109.0
148235,20439,5,5.0,3,2200.0,262.0
98485,178679,2,7.0,8,7.0,9.0
129781,53142,3,21.0,7,17.0,45.0
233783,182014,7,4.0,9,3.0,46.0
89783,39590,2,3.0,2,2217.0,215.0
106696,106346,2,9.0,8,2481.0,8.0
145627,9127,5,4.0,1,1.0,2085.0
175948,215502,6,1.0,16,13.0,751.0
29366,114022,0,63.0,7,17.0,24.0
65002,208943,1,60.0,9,2015.0,3342.0
183870,2204,6,5.0,1,13.0,0.0
131709,200756,4,2.0,5,3.0,88.0
235751,135689,7,4.0,10,49.0,9047.0
165990,86848,5,41.0,0,25.0,8.0
227928,88185,7,3.0,1,2200.0,28.0
201009,1377,6,10.0,7,2220.0,395.0
182816,52655,6,3.0,7,2270.0,30.0
23545,112165,0,61.0,11,11.0,2.0
158966,67948,5,22.0,3,7.0,2.0
121285,5641,2,12.0,20,603.0,4005.0
246074,86177,8,10.0,16,190.0,903.0
83636,162968,1,65.0,7,75.0,265.0
121235,21675,2,12.0,20,603.0,1012.0
41744,120093,1,22.0,5,9.0,14.0
12931,144846,0,61.0,1,17.0,6128.0
90035,96031,2,3.0,2,3.0,89.0
62098,163846,1,60.0,1,25.0,2.0
114948,169785,2,12.0,12,5.0,671.0
204253,70790,6,11.0,2,27.0,4.0
45978,111649,1,24.0,1,19.0,24.0
74267,156360,1,64.0,3,11.0,23.0
164354,175087,5,27.0,1,2007.0,3211.0
36116,83157,1,1.0,10,2200.0,22.0
223202,66285,7,1.0,13,1.0,365.0
157730,122276,5,21.0,9,2.0,4.0
75111,197688,1,65.0,1,39.0,4.0
219375,194244,7,1.0,10,27.0,738.0
209702,49667,7,1.0,8,2231.0,5016.0
88361,103048,2,2.0,5,2103.0,22.0
183547,187565,6,4.0,3,3.0,92.0
197894,138209,6,6.0,18,30.0,19073.0
152736,202649,5,16.0,5,15.0,345.0
171529,186243,6,1.0,12,2030.0,3069.0
122983,185037,2,23.0,2,16.0,401.0
252174,27620,8,10.0,17,137.0,86614.0
174549,189233,6,1.0,13,15.0,165.0
73449,178130,1,63.0,7,2023.0,216.0
61225,202272,1,43.0,9,24.0,166.0
21527,18243,0,61.0,9,38.0,39.0
227722,214391,7,2.0,13,6.0,188.0
197304,61940,6,6.0,17,2207.0,20076.0
102689,93522,2,8.0,8,2201.0,2.0
77598,176683,1,65.0,3,47.0,819.0
259849,71014,8,10.0,17,83.0,4821.0
140704,211336,5,1.0,11,2013.0,45.0
183536,187414,6,4.0,3,3.0,64.0
116007,42438,2,12.0,20,101.0,1086.0
237478,215181,7,4.0,11,7.0,1265.0
57059,198543,1,32.0,1,15.0,46.0
182739,75900,6,3.0,7,2227.0,6.0
219394,137970,7,1.0,10,27.0,821.0
140361,136088,5,1.0,10,2013.0,111.0
251174,12405,8,10.0,17,137.0,385.0
13666,207816,0,61.0,1,2017.0,424.0
160892,199247,5,24.0,2,3.0,45.0
236533,203294,7,4.0,11,1.0,642.0
70081,84053,1,61.0,3,3.0,0.0
192354,107913,6,5.0,3,13.0,38.0
259468,13227,8,10.0,17,82.0,2597.0
50659,173970,1,29.0,2,2045.0,545.0
135330,165705,4,5.0,1,2015.0,1685.0
1764,177461,0,1.0,8,25.0,4.0
77060,55580,1,65.0,3,2581.0,3479.0
184193,19776,6,5.0,1,2219.0,13024.0
239161,188934,7,4.0,12,21.0,4856.0
60015,18827,1,41.0,10,1.0,26.0
163822,148781,5,25.0,8,3.0,4612.0
168781,120923,6,1.0,5,23.0,54.0
252189,85398,8,10.0,17,137.0,86734.0
62353,116128,1,60.0,1,39.0,8.0
228838,1039,7,3.0,5,2203.0,45104.0
242054,88714,7,4.0,19,92.0,18.0
203969,137179,6,11.0,2,16.0,105.0
8524,126644,0,45.0,3,33.0,28.0
255345,76366,8,10.0,17,292.0,848.0
68801,110077,1,60.0,19,10.0,105.0
171500,210559,6,1.0,12,2030.0,85.0
87689,26256,2,1.0,5,7.0,52.0
198395,188677,6,7.0,2,9.0,904.0
38919,193904,1,8.0,1,7.0,78.0
195636,17773,6,6.0,5,9.0,38.0
147593,67588,5,5.0,1,2240.0,20.0
82167,23193,1,65.0,7,2406.0,113.0
224626,169080,7,1.0,16,3.0,6745.0
70299,104194,1,61.0,6,1.0,10.0
195437,162034,6,6.0,5,7.0,582.0
249500,40375,8,10.0,16,514.0,914.0
238175,166766,7,4.0,12,1.0,32203.0
231571,203719,7,3.0,10,7.0,102.0
173255,57261,6,1.0,12,2400.0,46.0
223225,44076,7,1.0,13,3.0,4.0
151792,34476,5,16.0,3,2500.0,5026.0
18932,124401,0,61.0,5,2250.0,86.0
150137,119584,5,16.0,1,7.0,20.0
186952,70333,6,5.0,1,2219.0,33224.0
46782,119654,1,25.0,1,23.0,6.0
241784,76945,7,4.0,19,52.0,18.0
124106,109627,2,25.0,5,3.0,10.0
206001,30933,7,1.0,5,10.0,20.0
248564,10743,8,10.0,16,435.0,84.0
260464,79130,8,10.0,17,83.0,9478.0
101752,95093,2,8.0,6,2261.0,1646.0
244546,64958,8,2.0,13,80.0,30.0
246856,40626,8,10.0,16,260.0,38.0
167434,174869,6,1.0,1,2003.0,1076.0
4700,214168,0,23.0,10,3.0,155.0
18747,175627,0,61.0,5,2013.0,8417.0
53254,183311,1,29.0,2,65.0,3612.0
256016,24698,8,10.0,17,403.0,7016.0
65989,105294,1,60.0,12,2.0,16.0
94388,109594,2,7.0,2,311.0,10.0
148963,112205,5,15.0,1,13.0,42.0
163238,10523,5,25.0,3,2331.0,804.0
254546,68686,8,10.0,17,29.0,4924.0
140646,189069,5,1.0,11,2011.0,22.0
116497,5684,2,12.0,20,103.0,1043.0
255829,78447,8,10.0,17,403.0,32598.0
183574,48452,6,4.0,3,7.0,0.0
99426,76962,2,8.0,2,,
222243,14154,7,1.0,11,2300.0,57.0
249620,36812,8,10.0,16,52.0,90.0
140268,142141,5,1.0,10,2001.0,34423.0
178385,154688,6,2.0,1,6.0,3564.0
108003,124951,2,10.0,1,7.0,10.0
100630,174051,2,8.0,5,4.0,6376.0
72442,183548,1,63.0,1,2015.0,91.0
32085,178474,1,1.0,3,67.0,25.0
14332,174691,0,61.0,1,2034.0,733.0
246063,77612,8,10.0,16,187.0,90.0
241293,210891,7,4.0,15,25.0,502.0
12500,84301,0,47.0,10,2501.0,6.0
140971,91336,5,1.0,12,2430.0,8.0
162637,70231,5,25.0,1,2347.0,23.0
176294,98303,6,1.0,16,2205.0,3.0
131058,159274,4,1.0,7,10.0,5.0
172451,118736,6,1.0,12,2223.0,411.0
179179,194941,6,2.0,5,1.0,13475.0
171370,174297,6,1.0,12,2021.0,8416.0
43681,202927,1,23.0,3,57.0,84.0
253340,26472,8,10.0,17,24.0,2162.0
252391,44139,8,10.0,17,152.0,10216.0
213012,123410,7,1.0,10,2224.0,5395.0
164643,150105,5,27.0,3,1.0,1678.0
161916,122107,5,24.0,7,15.0,457.0
172564,58955,6,1.0,12,2291.0,235.0
23834,183574,0,61.0,11,2005.0,2477.0
126263,76724,3,4.0,7,3.0,5.0
170817,191860,6,1.0,12,2001.0,1043.0
132058,195180,4,2.0,5,9.0,2235.0
253280,15904,8,10.0,17,24.0,1941.0
59180,185735,1,41.0,8,2.0,4566.0
203443,87947,6,11.0,1,5.0,718.0
189008,29738,6,5.0,1,2219.0,37479.0
126630,85691,3,5.0,2,9.0,4.0
62572,185945,1,60.0,2,19.0,125.0
207076,140074,7,1.0,7,2033.0,6613.0
187790,1903,6,5.0,1,2219.0,35309.0
139803,119185,5,1.0,3,11.0,12.0
196586,170741,6,6.0,9,9.0,6282.0
206492,25900,7,1.0,6,2.0,24.0
117721,322,2,12.0,20,201.0,1242.0
234549,218702,7,4.0,10,25.0,23.0
148270,116358,5,5.0,3,2220.0,3212.0
64111,10966,1,60.0,6,7.0,4.0
49166,141550,1,28.0,1,7.0,241.0
10813,183568,0,47.0,6,2029.0,1221.0
239236,183622,7,4.0,12,21.0,8113.0
135398,155899,4,5.0,1,2047.0,67.0
17271,187022,0,61.0,5,2002.0,30548.0
54572,206092,1,29.0,3,2030.0,1678.0
127259,128202,3,6.0,5,55.0,2.0
63102,181378,1,60.0,3,1.0,143.0
238115,150847,7,4.0,12,1.0,2179.0
87330,1194,2,1.0,2,,
206051,10829,7,1.0,5,19.0,6.0
215876,75205,7,1.0,10,2224.0,4801.0
13882,221717,0,61.0,1,2017.0,2931.0
190437,33975,6,5.0,1,2219.0,41221.0
69051,78592,1,60.0,19,2510.0,604.0
84220,6720,1,66.0,2,13.0,12.0
64204,205890,1,60.0,7,1.0,8.0
172840,72151,6,1.0,12,2333.0,4613.0
183350,218200,6,4.0,2,17.0,16.0
106130,21500,2,9.0,8,105.0,16.0
250231,123926,8,10.0,16,70.0,49.0
6213,140060,0,41.0,3,13.0,53.0
59748,66666,1,41.0,8,33.0,12.0
131997,131766,4,2.0,5,9.0,62.0
225935,101733,7,2.0,7,7.0,55.0
186998,25932,6,5.0,1,2219.0,33275.0
220542,994,7,1.0,10,2924.0,538.0
205552,183209,7,1.0,1,7.0,884.0
154997,157727,5,16.0,8,9.0,203.0
3624,105494,0,23.0,1,9.0,22.0
2774,117057,0,1.0,12,37.0,50.0
101810,59775,2,8.0,6,2261.0,3442.0
15007,24361,0,61.0,1,5.0,15.0
90808,49072,2,4.0,1,2235.0,32.0
58014,180683,1,32.0,1,5.0,262.0
135307,170155,4,5.0,1,2015.0,455.0
88694,177880,2,3.0,1,17.0,61.0
137085,124240,4,5.0,20,2800.0,246.0
110065,118859,2,10.0,11,2217.0,435.0
192390,181154,6,5.0,3,16.0,638.0
244038,202228,7,5.0,9,5.0,64.0
239999,168927,7,4.0,12,7.0,7.0
169665,165595,6,1.0,8,5.0,225.0
207628,105792,7,1.0,7,2225.0,4.0
249499,35054,8,10.0,16,514.0,913.0
208264,86651,7,1.0,7,37.0,46.0
156959,53711,5,16.0,12,5.0,2.0
248427,45975,8,10.0,16,428.0,928.0
102274,96476,2,8.0,6,65.0,12.0
34427,121041,1,1.0,8,2219.0,907.0
3818,116936,0,23.0,2,3.0,3.0
118610,21712,2,12.0,20,207.0,1047.0
239324,39240,7,4.0,12,2201.0,81.0
161504,223377,5,24.0,5,2006.0,6.0
231171,28574,7,3.0,9,2217.0,960775.0
82227,113919,1,65.0,7,2406.0,365.0
153226,34541,5,16.0,7,15.0,4.0
149905,108736,5,16.0,1,37.0,2.0
148895,98938,5,15.0,1,11.0,4.0
154794,130311,5,16.0,8,1.0,22.0
130200,121305,4,1.0,1,2203.0,146.0
223360,2059,7,1.0,14,1.0,28.0
220412,77715,7,1.0,10,2924.0,133.0
251502,3141,8,10.0,17,137.0,3185.0
214214,115894,7,1.0,10,2224.0,2541.0
94629,50984,2,7.0,2,329.0,2.0
187647,50401,6,5.0,1,2219.0,35151.0
118100,31891,2,12.0,20,204.0,1081.0
141042,50815,5,1.0,12,2550.0,0.0
213560,11070,7,1.0,10,2224.0,13006.0
224331,18235,7,1.0,15,4.0,24.0
68034,204568,1,60.0,16,1.0,387.0
88860,37142,2,3.0,1,2205.0,62.0
131929,156201,4,2.0,5,3.0,962.0
199147,120632,6,8.0,1,5.0,6.0
237422,121850,7,4.0,11,5.0,10.0
71268,28813,1,62.0,3,11.0,20.0
137566,215955,4,6.0,1,3.0,163.0
201010,740,6,10.0,7,2220.0,401.0
135125,137933,4,5.0,1,13.0,103.0
121824,36674,2,21.0,3,1.0,18.0
83357,216667,1,65.0,7,54.0,2803.0
253395,104353,8,10.0,17,24.0,2557.0
72046,192260,1,62.0,9,2015.0,3.0
196637,113535,6,6.0,11,1.0,18.0
100372,109728,2,8.0,5,4.0,20.0
20848,95536,0,61.0,9,31.0,423.0
8134,158237,0,45.0,2,2005.0,148.0
122065,86756,2,21.0,3,9.0,67.0
79325,72794,1,65.0,6,1.0,16.0
46298,99715,1,24.0,1,5.0,26.0
149946,177748,5,16.0,1,39.0,21.0
80516,211505,1,65.0,6,69.0,165.0
244150,169642,7,5.0,9,7.0,20209.0
19724,171917,0,61.0,6,7.0,1019.0
188909,48172,6,5.0,1,2219.0,37369.0
209279,12359,7,1.0,8,2201.0,30469.0
218356,89458,7,1.0,10,2224.0,84931.0
196775,66052,6,6.0,14,10.0,2.0
158701,196030,5,22.0,1,29.0,64.0
141872,193504,5,2.0,1,31.0,85.0
85324,77510,1,67.0,3,2210.0,99.0
87361,68313,2,1.0,2,1.0,14.0
41064,187030,1,22.0,3,11.0,168.0
68146,188848,1,60.0,16,3.0,8.0
171010,185412,6,1.0,12,2015.0,1062.0
78548,163812,1,65.0,3,81.0,3453.0
221563,121288,7,1.0,10,35.0,24.0
62406,128176,1,60.0,1,9.0,24.0
251398,32837,8,10.0,17,137.0,271.0
41730,173987,1,22.0,5,9.0,2.0
233863,178936,7,4.0,10,1.0,68.0
131084,50329,4,1.0,7,3.0,2.0
91126,90748,2,4.0,1,2237.0,582.0
56652,132915,1,31.0,1,50.0,814.0
59887,47453,1,41.0,8,9.0,16.0
168974,102201,6,1.0,6,17.0,8.0
7069,185855,0,43.0,1,5.0,445.0
144022,222204,5,2.0,11,31.0,186.0
82207,23149,1,65.0,7,2406.0,343.0
65004,190643,1,60.0,9,2015.0,3355.0
233963,179967,7,4.0,10,1.0,245.0
84736,15016,1,67.0,1,1.0,0.0
161806,84305,5,24.0,7,1.0,22.0
32522,156697,1,1.0,5,23.0,4144.0
230404,194232,7,3.0,7,9.0,465.0
107927,106125,2,10.0,1,47.0,4.0
251278,85385,8,10.0,17,137.0,2115.0
250219,21549,8,10.0,16,70.0,37.0
207347,4810,7,1.0,7,2205.0,3.0
74743,11618,1,65.0,22,,
72697,34993,1,63.0,1,2231.0,70.0
216191,74887,7,1.0,10,2224.0,73223.0
60281,111857,1,41.0,11,1.0,36.0
147721,112956,5,5.0,1,2250.0,23.0
67264,165152,1,60.0,15,2021.0,206.0
226733,122900,7,2.0,9,33.0,4.0
172027,76468,6,1.0,12,2201.0,253.0
22667,134972,0,61.0,10,12.0,141.0
171822,149114,6,1.0,12,21.0,317.0
65864,112830,1,60.0,10,9.0,28.0
70885,73633,1,62.0,1,2202.0,40.0
109294,45037,2,10.0,11,109.0,0.0
14135,163584,0,61.0,1,2018.0,755.0
152627,131535,5,16.0,5,15.0,1234.0
227228,19730,7,2.0,11,7.0,42.0
50870,184557,1,29.0,2,2049.0,4605.0
74730,143382,1,64.0,6,2001.0,643.0
98985,173724,2,7.0,9,16.0,2833.0
191208,85011,6,5.0,1,2219.0,45033.0
127193,44336,3,6.0,5,39.0,8.0
142772,166982,5,2.0,3,41.0,65.0
114312,83809,2,12.0,12,2790.0,21.0
175720,167433,6,1.0,15,35.0,7.0
142158,157821,5,2.0,2,6.0,6.0
17100,185988,0,61.0,5,2002.0,30164.0
164447,163295,5,27.0,1,3.0,7.0
256431,87449,8,10.0,17,408.0,9042.0
128282,160254,3,6.0,13,1.0,5271.0
37020,185037,1,3.0,3,1.0,46.0
87635,102908,2,1.0,5,7.0,673.0
8538,182966,0,45.0,3,34.0,46.0
52376,7066,1,29.0,2,48.0,13.0
33666,91729,1,1.0,8,2.0,22.0
51042,46146,1,29.0,2,2791.0,2.0
149667,218700,5,16.0,1,13.0,128.0
222863,176918,7,1.0,11,8.0,4164.0
118233,42892,2,12.0,20,204.0,1228.0
167272,149898,5,42.0,2,9.0,147.0
232386,14474,7,4.0,1,1.0,4.0
203056,29326,6,11.0,1,3.0,66.0
169617,89728,6,1.0,8,3.0,453.0
233197,133267,7,4.0,1,7.0,18589.0
55898,137731,1,29.0,10,2031.0,3079.0
147775,114908,5,5.0,1,2250.0,72.0
16997,131528,0,61.0,5,2002.0,1699.0
187397,61919,6,5.0,1,2219.0,34368.0
252952,78551,8,10.0,17,16.0,546.0
42936,112858,1,23.0,2,2210.0,442.0
111817,79852,2,12.0,12,2501.0,15.0
33127,49751,1,1.0,5,33.0,30.0
247021,62105,8,10.0,16,264.0,60.0
114332,61912,2,12.0,12,2790.0,10011.0
23509,139080,0,61.0,11,1.0,86.0
89986,89140,2,3.0,2,25.0,62.0
250880,44176,8,10.0,16,977.0,717.0
253890,39654,8,10.0,17,24.0,45346.0
143162,29355,5,2.0,6,2242.0,0.0
135300,155680,4,5.0,1,2015.0,431.0
6742,166214,0,42.0,1,3.0,145.0
39442,106193,1,21.0,1,37.0,20.0
169934,114315,6,1.0,9,5.0,70.0
154353,63880,5,16.0,7,55.0,26.0
156366,157341,5,16.0,10,41.0,82.0
213820,78898,7,1.0,10,2224.0,13666.0
164956,209477,5,27.0,3,25.0,3.0
19451,146931,0,61.0,6,17.0,34.0
120459,758,2,12.0,20,401.0,2034.0
148319,92988,5,5.0,3,2230.0,232.0
123615,43790,2,23.0,6,1.0,12.0
1753,47861,0,1.0,8,15.0,25.0
212572,116663,7,1.0,10,21.0,86.0
71222,73614,1,62.0,3,1.0,8.0
220890,63784,7,1.0,10,2924.0,14362.0
148393,38635,5,5.0,3,2240.0,53.0
86598,95778,2,1.0,1,2203.0,277.0
107221,160164,2,9.0,9,19.0,3852.0
126428,162336,3,5.0,1,39.0,5.0
198368,205079,6,7.0,2,5.0,866.0
189794,32881,6,5.0,1,2219.0,40137.0
241451,9614,7,4.0,17,2001.0,215.0
28557,197827,0,63.0,5,2009.0,1094.0
19324,222601,0,61.0,5,9.0,68.0
222954,198555,7,1.0,11,8.0,4805.0
136249,167283,4,5.0,3,13.0,1246.0
51314,27529,1,29.0,2,2945.0,76896.0
257714,15520,8,10.0,17,442.0,2402.0
110213,96638,2,10.0,11,2229.0,53.0
202116,13234,6,11.0,1,17.0,38.0
131382,70556,4,2.0,3,2200.0,16.0
22111,184107,0,61.0,9,51.0,497.0
146129,208473,5,4.0,1,43.0,84.0
26676,79687,0,63.0,1,2214.0,0.0
197437,39922,6,6.0,17,2215.0,0.0
157918,92411,5,21.0,16,41.0,663.0
115416,108007,2,12.0,14,1.0,54.0
119266,25249,2,12.0,20,301.0,7.0
96212,75649,2,7.0,3,213.0,32.0
211559,215385,7,1.0,10,2021.0,6024.0
160612,60254,5,23.0,14,7.0,14.0
12982,182980,0,61.0,1,17.0,1215.0
123408,15562,2,23.0,2,30.0,0.0
142833,180939,5,2.0,3,41.0,1444.0
256344,32350,8,10.0,17,408.0,6757.0
6454,126593,0,41.0,3,3.0,6.0
97792,149673,2,7.0,5,7.0,879.0
221119,108427,7,1.0,10,2924.0,20649.0
159311,146480,5,23.0,3,11.0,404.0
135807,56448,4,5.0,1,67.0,22.0
221028,117346,7,1.0,10,2924.0,17763.0
168510,218524,6,1.0,5,1.0,383.0
142934,222321,5,2.0,3,41.0,3076.0
80151,176261,1,65.0,6,47.0,644.0
198908,157162,6,8.0,1,13.0,19656.0
239493,121225,7,4.0,12,2201.0,4784.0
12568,164938,0,47.0,10,7.0,28.0
127873,76684,3,6.0,11,2101.0,18.0
238556,15987,7,4.0,12,13.0,324.0
181110,175710,6,3.0,5,7.0,70708.0
105448,35551,2,9.0,2,1.0,46.0
218020,16137,7,1.0,10,2224.0,83905.0
225640,218120,7,2.0,6,15.0,1055.0
250357,65476,8,10.0,16,707.0,954.0
41753,198737,1,22.0,5,9.0,305.0
32837,204108,1,1.0,5,27.0,11253.0
10421,1449,0,47.0,3,15.0,0.0
241473,7850,7,4.0,19,12.0,6.0
72810,117744,1,63.0,1,3.0,6.0
145741,12696,5,4.0,1,2201.0,403.0
154327,51750,5,16.0,7,53.0,8.0
133496,35727,4,4.0,3,1.0,2.0
155940,42287,5,16.0,10,19.0,0.0
160362,11139,5,23.0,12,2227.0,12.0
110091,118862,2,10.0,11,2219.0,466.0
83574,113639,1,65.0,7,7.0,10.0
199335,215204,6,8.0,6,1.0,96838.0
91543,148035,2,4.0,1,35.0,62695.0
90665,188678,2,4.0,1,2111.0,965.0
78556,139414,1,65.0,3,81.0,363.0
24952,160794,0,61.0,11,5.0,31595.0
146105,223623,5,4.0,1,43.0,27.0
223824,140458,7,1.0,15,12.0,778.0
246912,50428,8,10.0,16,261.0,37.0
248445,31577,8,10.0,16,43.0,0.0
227749,120017,7,2.0,13,7.0,24.0
55130,160369,1,29.0,9,2231.0,4.0
155731,189809,5,16.0,9,5.0,227.0
58346,23793,1,41.0,2,2210.0,12.0
132758,161809,4,4.0,1,1.0,946.0
62239,115715,1,60.0,1,30.0,8.0
228942,118111,7,3.0,5,2203.0,45312.0
171520,186253,6,1.0,12,2030.0,285.0
198131,154931,6,7.0,1,2017.0,395.0
25217,135471,0,61.0,12,1.0,531.0
208837,12787,7,1.0,7,85.0,165.0
159408,123695,5,23.0,3,2203.0,1055.0
208396,88758,7,1.0,7,5.0,22.0
235910,166931,7,4.0,10,61.0,2521.0
185212,29762,6,5.0,1,2219.0,23454.0
241428,144715,7,4.0,16,7.0,308.0
66394,221760,1,60.0,12,3.0,108.0
17113,193585,0,61.0,5,2002.0,30191.0
16153,24536,0,61.0,2,5.0,60.0
9291,5231,0,47.0,1,2200.0,88.0
141779,127240,5,2.0,1,2720.0,131.0
214327,43279,7,1.0,10,2224.0,29007.0
8618,8922,0,45.0,3,6.0,8.0
255483,54685,8,10.0,17,292.0,1007.0
113061,49475,2,12.0,12,2750.0,14151.0
81983,113812,1,65.0,7,2404.0,66.0
92598,123137,2,7.0,2,13.0,44.0
222191,135055,7,1.0,11,2004.0,8694.0
232471,213580,7,4.0,1,1.0,665.0
153595,170920,5,16.0,7,2059.0,385.0
50785,200963,1,29.0,2,2049.0,165.0
194118,75299,6,6.0,5,21.0,45.0
247153,72166,8,10.0,16,277.0,925.0
366,99110,0,1.0,2,11.0,4.0
78178,204040,1,65.0,3,63.0,1072.0
94558,103697,2,7.0,2,323.0,32.0
193814,198852,6,6.0,5,16.0,24537.0
36879,47269,1,3.0,2,1.0,32.0
135852,33817,4,5.0,1,77.0,22.0
231883,132031,7,3.0,11,13.0,1151.0
78806,98693,1,65.0,3,85.0,76.0
189107,48159,6,5.0,1,2219.0,37589.0
140315,160065,5,1.0,10,2009.0,214.0
141363,148803,5,1.0,13,2003.0,2278.0
55086,82388,1,29.0,9,2211.0,0.0
53538,202129,1,29.0,2,66.0,21.0
202775,113839,6,11.0,1,2220.0,652.0
142933,208952,5,2.0,3,41.0,307.0
179287,88333,6,2.0,5,1.0,19.0
41130,153248,1,22.0,3,17.0,2084.0
69751,58353,1,60.0,20,2400.0,209.0
142235,28535,5,2.0,2,9.0,46.0
193488,65980,6,6.0,5,12.0,12.0
202535,185131,6,11.0,1,2007.0,25411.0
248505,52899,8,10.0,16,430.0,154.0
22296,156696,0,61.0,9,8.0,66.0
182357,152896,6,3.0,6,9.0,8784.0
33498,212810,1,1.0,5,35.0,8822.0
40948,198320,1,22.0,3,11.0,7.0
199190,92893,6,8.0,1,9.0,18.0
52763,33049,1,29.0,2,51.0,10.0
186013,16564,6,5.0,1,2219.0,31093.0
255725,65548,8,10.0,17,403.0,1683.0
4662,184969,0,23.0,10,29.0,5.0
184196,19799,6,5.0,1,2219.0,13027.0
148021,52984,5,5.0,1,2280.0,10723.0
6048,71377,0,41.0,1,15.0,2.0
231819,122086,7,3.0,11,1.0,76.0
258019,39687,8,10.0,17,442.0,695.0
188699,19371,6,5.0,1,2219.0,37136.0
878,42658,0,1.0,3,59.0,4.0
148914,106702,5,15.0,1,11.0,10.0
133146,208194,4,4.0,1,2009.0,26.0
260296,54499,8,10.0,17,83.0,8772.0
72664,91075,1,63.0,1,2221.0,12.0
153603,134426,5,16.0,7,2059.0,503.0
192941,110734,6,6.0,2,23.0,4.0
231686,179604,7,3.0,11,1.0,1057.0
192083,79164,6,5.0,1,2219.0,50334.0
227340,66018,7,2.0,12,15.0,4.0
93468,124256,2,7.0,2,247.0,24.0
127401,48145,3,6.0,5,79.0,6.0
115170,7232,2,12.0,12,9.0,82.0
153086,108754,5,16.0,6,1.0,18.0
77308,213993,1,65.0,3,33.0,2508.0
172591,27571,6,1.0,12,2291.0,2827.0
20582,107918,0,61.0,9,2236.0,13.0
23628,176215,0,61.0,11,16.0,12.0
70882,13529,1,62.0,1,2202.0,32.0
60583,8161,1,41.0,13,2213.0,40.0
58734,60437,1,41.0,5,31.0,5.0
229016,115125,7,3.0,5,2203.0,45461.0
83959,76483,1,66.0,1,2201.0,46.0
95958,110775,2,7.0,2,69.0,94.0
253910,87303,8,10.0,17,24.0,4545.0
37102,96813,1,4.0,1,1.0,18.0
248560,8543,8,10.0,16,435.0,836.0
203339,139567,6,11.0,1,5.0,5595.0
176748,108191,6,1.0,17,1.0,166.0
70226,127934,1,61.0,5,17.0,36.0
234142,14461,7,4.0,10,12.0,50.0
35624,140964,1,1.0,8,31.0,65.0
44144,220228,1,23.0,6,5.0,68.0
190702,42560,6,5.0,1,2219.0,42033.0
210245,55981,7,1.0,8,2329.0,473.0
6335,220375,0,41.0,3,19.0,1582.0
140542,45063,5,1.0,11,1.0,6.0
222228,3451,7,1.0,11,2300.0,14.0
238746,29156,7,4.0,12,19.0,91.0
157476,90863,5,17.0,2,2227.0,48.0
50374,195466,1,29.0,2,2045.0,1632.0
219794,174268,7,1.0,10,29.0,1037.0
130082,46742,3,21.0,8,5.0,0.0
24499,118858,0,61.0,11,2210.0,5.0
157927,70431,5,21.0,16,41.0,698.0
109677,118859,2,10.0,11,2201.0,1053.0
225241,75242,7,1.0,16,5.0,30.0
259227,71856,8,10.0,17,74.0,20846.0
37516,222420,1,5.0,1,13.0,431.0
134904,24048,4,4.0,7,17.0,26.0
209510,124029,7,1.0,8,2225.0,52.0
236235,149112,7,4.0,10,69.0,32.0
90463,172294,2,4.0,1,2103.0,51.0
188039,60425,6,5.0,1,2219.0,35586.0
239757,177007,7,4.0,12,5.0,23274.0
178237,214400,6,2.0,1,6.0,2551.0
207960,86684,7,1.0,7,3.0,16.0
8904,91645,0,46.0,1,3.0,2.0
208651,130518,7,1.0,7,71.0,28.0
151526,12318,5,16.0,3,2200.0,52.0
200821,101929,6,10.0,7,2210.0,86.0
148660,118479,5,5.0,3,2270.0,20.0
153514,142333,5,16.0,7,2057.0,18.0
224889,44371,7,1.0,16,3.0,20.0
13275,222325,0,61.0,1,17.0,7283.0
159697,99756,5,23.0,6,2207.0,107.0
8422,36147,0,45.0,3,24.0,0.0
38617,154960,1,7.0,1,1.0,4681.0
25062,48742,0,61.0,11,60.0,30.0
122918,151150,2,23.0,2,14.0,5833.0
177521,132448,6,2.0,1,2006.0,12169.0
126757,178039,3,6.0,1,15.0,43.0
113550,92169,2,12.0,12,2760.0,18764.0
111515,186905,2,12.0,12,15.0,743.0
103071,60059,2,8.0,8,2400.0,21.0
159784,39620,5,23.0,6,2900.0,7005.0
21950,155084,0,61.0,9,49.0,32.0
197021,151130,6,6.0,14,30.0,216.0
137256,156430,4,6.0,1,1.0,366.0
213230,78042,7,1.0,10,2224.0,5891.0
34250,49704,1,1.0,8,2219.0,509.0
196332,56466,6,6.0,9,2215.0,65.0
46125,129993,1,24.0,1,31.0,23.0
116835,21620,2,12.0,20,108.0,1006.0
210667,45841,7,1.0,8,31.0,14.0
114454,90417,2,12.0,12,2792.0,12062.0
